YoksisId,Ad,KisaAd,Tur,UstYoksisId,Durum,AdIng,EnumBirimTuru,THE,QS,IliskiliYoksisId
309631,SANAT VE TASARIM (YL) (TEZLİ),"SANAT VE ",Disiplinlerarası Tezli Yüksek Lisans Programı,107695,Aktif,ART AND DESIGN (MASTER) (WITH THESIS),22,NULL,NULL,458612
311619,TOHUMCULUK TEKNOLOJİSİ PR.,TOHUMCULU,Önlisans,166882,Yarı Pasif,SEED CULTIVATION TECHNOLOGY PR.,20,NULL,NULL,0
311686,TURİZM İŞLETMECİLİĞİ VE OTELCİLİK PR.,TURİZM İŞ,Lisans,107435,Arşiv,TOURISM AND HOTEL MANAGEMENT PR.,13,NULL,NULL,0
314743,HEMŞİRELİK (YL) (TEZLİ),HEMŞİRELİ,Tezli Yüksek Lisans Programı,107694,Aktif,NURSING (MASTER) (WITH THESIS),16,NULL,NULL,280914
314999,SPOR BİLİMLERİ (DR),SPOR BİLİ,Doktora Programı,107694,Aktif,SPORTS SCIENCE (DR),17,NULL,NULL,412338
317321,BEDEN EĞİTİMİ VE SPOR ÖĞRETMENLİĞİ PR.,BEDEN EĞİ,Lisans,107326,Arşiv,PHYSICAL EDUCATION AND SPORTS TEACHING PR.,13,NULL,NULL,0
319456,ADANA GENETİK HASTALIKLARI TANI VE TEDAVİ UYGULAMA VE ARAŞTIRMA MERKEZİ,ADANA GEN,Uygulama ve Araştırma Merkezi,107211,Aktif,ADANA APPLICATION AND RESEARCH CENTER FOR DIAGNOSIS AND TREATMENT OF GENETIC DISEASES,8,NULL,NULL,0
319832,MADEN PR.,MADEN PR.,Önlisans,107653,Arşiv,MINING PR.,20,NULL,NULL,0
320439,AVCILIK VE YABAN HAYATI PR.,AVCILIK V,Önlisans,242559,Aktif,HUNTING AND WILD LIFE PR.,20,107,NULL,0
320512,FİZİK PR.,FİZİK PR.,Lisans,107284,Aktif,PHYSICS PR.,13,107,NULL,0
320513,TARIMSAL YAPILAR VE SULAMA PR.,"TARIMSAL ",Lisans,107541,Yarı Pasif,AGRICULTURAL STRUCTURES AND IRRIGATION PR.,13,NULL,NULL,0
321459,İŞLETME MUHASEBE PR.,İŞLETME M,Önlisans,269548,Arşiv,BUSINESS ACCOUNTING PR.,20,NULL,NULL,0
321460,MAKİNE MOTOR PR.,MAKİNE MO,Önlisans,269548,Arşiv,MACHINE ENGINE PR.,20,NULL,NULL,0
321461,YAPI İNŞAAT PR.,YAPI İNŞA,Önlisans,269548,Arşiv,BUILDING CONSTRUCTION PR.,20,NULL,NULL,0
321462,GIDA BİLİMİ VE TEKNOLOJİSİ PR.,GIDA BİLİ,Lisans,107517,Arşiv,FOOD SCIENCES AND TECHNOLOGY (AGRICULTURE) PR.,13,NULL,NULL,0
321463,EĞİTİM FAKÜLTESİ HATAY EĞİTİM YÜKSEKOKULU,EĞİTİM FA,Yüksekokul,107211,Arşiv,NULL,5,NULL,NULL,0
321464,SINIF ÖĞRETMENLİĞİ PR.,SINIF ÖĞR,Önlisans,321463,Arşiv,CLASSROOM TEACHING PR.,20,NULL,NULL,0
322508,GAZETECİLİK PR.,GAZETECİL,Lisans,107560,Aktif,JOURNALISM PR.,13,105,NULL,0
323663,OTOMOTİV MÜHENDİSLİĞİ PR.,"OTOMOTİV ",Lisans,230056,Yarı Pasif,AUTOMOTIVE ENGINEERING PR.,13,NULL,NULL,0
324240,İÇ MİMARLIK (YL) (TEZLİ),İÇ MİMARL,Tezli Yüksek Lisans Programı,107691,Arşiv,INTERIOR ARCHITECTURE (MASTER) (WITH THESIS),16,NULL,NULL,373780
324460,İLETİŞİM ÇALIŞMALARI ANABİLİM DALI (DİSİPLİNLERARASI),"İLETİŞİM ",Disiplinlerarası Anabilim Dalı,107695,Aktif,"DEPARTMENT OF COMMUNICATION STUDIES 
 (INTERDISCIPLINARY)",21,105,NULL,0
324461,İLETİŞİM ÇALIŞMALARI (YL) (TEZLİ),"İLETİŞİM ",Disiplinlerarası Tezli Yüksek Lisans Programı,107695,Aktif,"COMMUNICATION STUDIES 
 (MASTER) (WITH THESIS)",22,NULL,NULL,324460
324491,İŞLETME FAKÜLTESİ,İŞLETME F,Fakülte,324521,Arşiv,FACULTY OF BUSINESS ADMINISTRATION,1,NULL,NULL,NULL
324492,İŞLETME PR.,İŞLETME P,Lisans Programı,324491,Arşiv,BUSINESS ADMINISTRATION PR.,NULL,NULL,NULL,NULL
324521,ADANA İKTİSADİ VE TİCARİ İLİMLER AKADEMİSİ,ADANA İKT,Üniversite,0,Arşiv,ADANA ACADEMY OF ECONOMIC AND COMMERCIAL SCIENCES,NULL,NULL,NULL,NULL
324528,MÜHENDİSLİK YÜKSEKOKULU,MÜHENDİSL,Yüksekokul,324521,Arşiv,NULL,1,NULL,NULL,NULL
324529,MAKİNE MÜHENDİSLİĞİ PR. (GÜNDÜZ),MAKİNE MÜ,Lisans Programı,324528,Arşiv,MECHANICAL ENGINEERING PR.,NULL,NULL,NULL,NULL
324530,MAKİNE MÜHENDİSLİĞİ PR. (GECE),MAKİNE MÜ,Lisans Programı,324528,Arşiv,MECHANICAL ENGINEERING PR. (EVENING EDUCATION),NULL,NULL,NULL,NULL
324531,İNŞAAT MÜHENDİSLİĞİ PR. (GÜNDÜZ),İNŞAAT MÜ,Lisans Programı,324528,Arşiv,CIVIL ENGINEERING PR.,NULL,NULL,NULL,NULL
324532,İNŞAAT MÜHENDİSLİĞİ PR. (GECE),İNŞAAT MÜ,Lisans Programı,324528,Arşiv,CIVIL ENGINEERING PR. (EVENING EDUCATION),NULL,NULL,NULL,NULL
324533,ENDÜSTRİ MÜHENDİSLİĞİ PR. (GÜNDÜZ),"ENDÜSTRİ ",Lisans Programı,324528,Arşiv,INDUSTRIAL ENGINEERING PR.,NULL,NULL,NULL,NULL
324534,MÜHENDİSLİK BİLİMLERİ FAKÜLTESİ,MÜHENDİSL,Fakülte,324521,Arşiv,FACULTY OF ENGINEERING SCIENCES,1,NULL,NULL,NULL
324535,EĞİTİM FAKÜLTESİ ADANA EĞİTİM YÜKSEKOKULU,EĞİTİM FA,Yüksekokul,107211,Arşiv,NULL,5,NULL,NULL,0
324548,FELSEFE GRUBU ÖĞRETMENLİĞİ PR. (5 YILLIK),FELSEFE G,Lisans,107326,Arşiv,PHILOSOPHY GROUP TEACHING PR.,13,NULL,NULL,0
324549,FİZİK MÜHENDİSLİĞİ PR.,FİZİK MÜH,Lisans,107284,Arşiv,PHYSICS ENGINEERING PR.,13,NULL,NULL,0
324550,HAYVAN YETİŞTİRME PR. (5 YILLIK),HAYVAN YE,Lisans,107517,Arşiv,ANIMAL BREEDING PR.,13,NULL,NULL,0
324551,KÜLTÜR TEKNİK PR. (5 YILLIK),KÜLTÜR TE,Lisans,107517,Arşiv,CULTURE TECHNIQUE PR.,13,NULL,NULL,0
324552,KÜLTÜR TEKNİK PR. (4 YILLIK),KÜLTÜR TE,Lisans,107517,Arşiv,CULTURE TECHNIQUE PR.,13,NULL,NULL,0
324553,TARIMSAL MEKANİZASYON PR. (5 YILLIK),"TARIMSAL ",Lisans,107517,Arşiv,AGRICULTURAL MECHANIZATION PR.,13,NULL,NULL,0
324554,BAHÇE BİTKİLERİ PR. (5 YILLIK),BAHÇE BİT,Lisans,107518,Arşiv,HORTICULTURAL CROPS PR.,13,NULL,NULL,0
324555,TARLA BİTKİLERİ PR. (5 YILLIK),TARLA BİT,Lisans,107531,Arşiv,ARABLE CROPS PR.,13,NULL,NULL,0
324556,TOPRAK BİLİMİ PR. (5 YILLIK),TOPRAK Bİ,Lisans,107533,Arşiv,SOIL SCIENCE PR.,13,NULL,NULL,0
324557,ZOOTEKNİ PR. (5 YILLIK),"ZOOTEKNİ ",Lisans,107535,Arşiv,ZOOTECHNICS PR.,13,NULL,NULL,0
324558,MAKİNE MÜHENDİSLİĞİ PR. (İÖ),MAKİNE MÜ,Lisans,107498,Arşiv,MECHANICAL ENGINEERING PR. (EVENING EDUCATION),13,NULL,NULL,0
324559,MAKİNE MÜHENDİSLİĞİ PR. (GÜNDÜZ),MAKİNE MÜ,Lisans Programı,324534,Arşiv,MECHANICAL ENGINEERING PR.,NULL,NULL,NULL,NULL
324560,MAKİNE MÜHENDİSLİĞİ PR. (GECE),MAKİNE MÜ,Lisans Programı,324534,Arşiv,MECHANICAL ENGINEERING PR. (EVENING EDUCATION),NULL,NULL,NULL,NULL
324561,İNŞAAT MÜHENDİSLİĞİ PR. (GÜNDÜZ),İNŞAAT MÜ,Lisans Programı,324534,Arşiv,CIVIL ENGINEERING PR.,NULL,NULL,NULL,NULL
324562,İNŞAAT MÜHENDİSLİĞİ PR. (GECE),İNŞAAT MÜ,Lisans Programı,324534,Arşiv,CIVIL ENGINEERING PR. (EVENING EDUCATION),NULL,NULL,NULL,NULL
324563,ENDÜSTRİ MÜHENDİSLİĞİ PR. (GÜNDÜZ),"ENDÜSTRİ ",Lisans Programı,324534,Arşiv,INDUSTRIAL ENGINEERING PR.,NULL,NULL,NULL,NULL
324564,MUHASEBE PR.,"MUHASEBE ",Lisans Programı,324491,Arşiv,ACCOUNTING PR.,NULL,NULL,NULL,NULL
324565,MALİYE-MUHASEBE PR.,MALİYE-MU,Lisans Programı,324491,Arşiv,FINANCE-ACCOUNTING PR.,NULL,NULL,NULL,NULL
324566,EKONOMİ PR.,EKONOMİ P,Lisans Programı,324491,Arşiv,ECONOMICS PR.,NULL,NULL,NULL,NULL
324567,İKTİSAT PR.,İKTİSAT P,Lisans Programı,324491,Arşiv,ECONOMICS PR.,NULL,NULL,NULL,NULL
324770,GIDA TEKNOLOJİSİ PR.,GIDA TEKN,Önlisans,167141,Pasif,FOOD TECHNOLOGY PR.,20,106,NULL,0
325419,SINIF ÖĞRETMENLİĞİ PR.,SINIF ÖĞR,Önlisans,324535,Arşiv,CLASSROOM TEACHING PR.,20,NULL,NULL,0
325420,İNGİLİZCE ÖĞRETMENLİĞİ PR.,İNGİLİZCE,Lisans,153669,Arşiv,ENGLISH LANGUAGE TEACHING PR.,13,NULL,NULL,0
327486,FEN BİLGİSİ EĞİTİMİ (YL) (TEZLİ),FEN BİLGİ,Tezli Yüksek Lisans Programı,107695,Aktif,SCIENCE TEACHING (MASTER) (WITH THESIS),16,NULL,NULL,298674
327487,MATEMATİK EĞİTİMİ (YL) (TEZLİ),MATEMATİK,Tezli Yüksek Lisans Programı,107695,Aktif,MATHEMATICS EDUCATION (MASTER) (WITH THESIS),16,NULL,NULL,298674
327569,ANESTEZİ PR. (KKTC UYRUKLU),"ANESTEZİ ",Önlisans,166924,Kapatılmış,ANESTHESIA PR.,20,NULL,NULL,107640
327570,BAHÇE BİTKİLERİ PR. (KKTC UYRUKLU),BAHÇE BİT,Lisans,107518,Yarı Pasif,HORTICULTURAL CROPS PR.,13,NULL,NULL,145103
327571,İKTİSAT PR. (İNGİLİZCE) (KKTC UYRUKLU),İKTİSAT P,Lisans,107440,Yarı Pasif,ECONOMICS PR. (ENGLISH),13,NULL,NULL,144972
327572,MAKİNE MÜHENDİSLİĞİ PR. (İNGİLİZCE) (KKTC UYRUKLU),MAKİNE MÜ,Lisans,107498,Yarı Pasif,MECHANICAL ENGINEERING PR. (ENGLISH),13,NULL,NULL,129164
327573,RADYO VE TELEVİZYON PROGRAMCILIĞI PR. (KKTC UYRUKLU),"RADYO VE ",Önlisans,166795,Yarı Pasif,RADIO AND TELEVISION PROGRAM PRODUCTION PR.,20,NULL,NULL,173931
327576,TOHUMCULUK TEKNOLOJİSİ PR. (KKTC UYRUKLU),TOHUMCULU,Önlisans,166882,Yarı Pasif,SEED CULTIVATION TECHNOLOGY PR.,20,NULL,NULL,311619
327708,MUĞLA İŞLETMECİLİK YÜKSEKOKULU,MUĞLA İŞL,Yüksekokul,324521,Arşiv,NULL,1,NULL,NULL,NULL
327709,İŞLETME YÖNETİMİ PR.,İŞLETME Y,Lisans Programı,327708,Arşiv,BUSINESS ADMINISTRATION PR.,NULL,NULL,NULL,NULL
327873,BİYOMEDİKAL MÜHENDİSLİĞİ ANABİLİM DALI,BİYOMEDİK,Anabilim Dalı,165117,Kapatılmış,DEPARTMENT OF BIOMEDICAL ENGINEERING,11,NULL,NULL,0
328011,ENERJİ SİSTEMLERİ ANABİLİM DALI,ENERJİ Sİ,Anabilim Dalı,107514,Kapatılmış,DEPARTMENT OF ENERGY SYSTEMS,11,NULL,NULL,0
328175,HAVA TRAFİK KONTROL ANABİLİM DALI,HAVA TRAF,Anabilim Dalı,227165,Kapatılmış,DEPARTMENT OF AIR TRAFFIC CONTROL,11,NULL,NULL,0
328179,HAVACILIK ELEKTRİK-ELEKTRONİĞİ ANABİLİM DALI,HAVACILIK,Anabilim Dalı,227164,Kapatılmış,DEPARTMENT OF AVIONICS,11,NULL,NULL,0
328188,HAVACILIK YÖNETİMİ ANABİLİM DALI,HAVACILIK,Anabilim Dalı,295859,Kapatılmış,DEPARTMENT OF AVIATION MANAGEMENT,11,NULL,NULL,0
328288,İŞLETME ANABİLİM DALI,İŞLETME A,Anabilim Dalı,234093,Aktif,DEPARTMENT OF BUSINESS ADMINISTRATION,11,108,NULL,0
328309,TURİZM İŞLETMECİLİĞİ ANABİLİM DALI,TURİZM İŞ,Anabilim Dalı,107610,Kapatılmış,DEPARTMENT OF TOURISM MANAGEMENT - TOURISM ADMINISTRATION,11,108,NULL,0
328417,MUHASEBE VE DENETİM ANABİLİM DALI,"MUHASEBE ",Anabilim Dalı,234076,Kapatılmış,DEPARTMENT OF ACCOUNTING AND AUDITING,11,NULL,NULL,0
328465,OTOMOTİV MÜHENDİSLİĞİ ANABİLİM DALI,"OTOMOTİV ",Anabilim Dalı,230056,Kapatılmış,DEPARTMENT OF AUTOMOTIVE ENGINEERING,11,NULL,NULL,0
328490,PİLOTAJ ANABİLİM DALI,PİLOTAJ A,Anabilim Dalı,227166,Kapatılmış,DEPARTMENT OF FLIGHT TRAINING,11,NULL,NULL,0
328496,PİYANO ANABİLİM DALI,PİYANO AN,Anabilim Dalı,107626,Aktif,DEPARTMENT OF PIANO,11,101,NULL,0
328501,PSİKOLOJİ ANABİLİM DALI,PSİKOLOJİ,Anabilim Dalı,203819,Aktif,DEPARTMENT OF PSYCHOLOGY,11,111,NULL,0
328511,REKLAMCILIK VE HALKLA İLİŞKİLER ANABİLİM DALI,REKLAMCIL,Anabilim Dalı,107564,Kapatılmış,DEPARTMENT OF PUBLIC RELATIONS AND ADVERTISING,11,NULL,NULL,0
328620,SİVİL HAVA ULAŞTIRMA İŞLETMECİLİĞİ ANABİLİM DALI,SİVİL HAV,Anabilim Dalı,227162,Kapatılmış,DEPARTMENT OF CIVIL AVIATION MANAGEMENT,11,NULL,NULL,0
328722,TEMEL EĞİTİM ANABİLİM DALI,TEMEL EĞİ,Anabilim Dalı,107378,Aktif,DEPARTMENT OF BASIC EDUCATION,11,109,NULL,0
328815,UÇAK GÖVDE-MOTOR BAKIM ANABİLİM DALI,UÇAK GÖVD,Anabilim Dalı,227163,Kapatılmış,DEPARTMENT OF AIRFRAME AND POWERPLANT MAINTENANCE,11,NULL,NULL,0
328865,YÖNETİM BİLİŞİM SİSTEMLERİ ANABİLİM DALI,YÖNETİM B,Anabilim Dalı,234092,Kapatılmış,DEPARTMENT OF MANAGEMENT INFORMATION SYSTEMS,11,NULL,NULL,0
330201,AĞIZ VE DİŞ SAĞLIĞI PR.,AĞIZ VE D,Önlisans,330212,Aktif,ORAL AND DENTAL HEALTH PR.,20,NULL,NULL,0
330202,DİŞ PROTEZ TEKNOLOJİSİ PR.,DİŞ PROTE,Önlisans,330212,Aktif,DENTAL PROSTHETICS TECHNOLOGY - DENTAL TECHNOLOGY PR.,20,102,NULL,0
330203,DİŞ PROTEZ TEKNOLOJİSİ PR. (KKTC UYRUKLU),DİŞ PROTE,Önlisans,330212,Yarı Pasif,DENTAL PROSTHETICS TECHNOLOGY - DENTAL TECHNOLOGY PR.,20,NULL,NULL,330202
330204,YAŞLI BAKIMI PR.,YAŞLI BAK,Önlisans,330213,Aktif,GERIATRIC CARE PR.,20,102,NULL,0
330205,FİZYOTERAPİ PR.,FİZYOTERA,Önlisans,330214,Aktif,PHYSIOTHERAPY PR.,20,102,NULL,0
330206,ANESTEZİ PR.,"ANESTEZİ ",Önlisans,330215,Aktif,ANESTHESIA PR.,20,102,NULL,0
330207,ANESTEZİ PR. (İÖ),"ANESTEZİ ",Önlisans,330215,Yarı Pasif,ANESTHESIA PR. (EVENING EDUCATION),20,NULL,NULL,0
330208,ANESTEZİ PR. (KKTC UYRUKLU),"ANESTEZİ ",Önlisans,330215,Yarı Pasif,ANESTHESIA PR.,20,NULL,NULL,330206
330211,ABDİ SÜTCÜ SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,ABDİ SÜTC,Meslek Yüksekokulu,107211,Aktif,ABDI SUTCU VOCATIONAL SCHOOL OF HEALTH SERVICES,6,NULL,NULL,0
330212,DİŞÇİLİK HİZMETLERİ BÖLÜMÜ,"DİŞÇİLİK ",Bölüm,330211,Aktif,DEPARTMENT OF DENTAL CARE SERVICES,10,102,NULL,0
330213,SAĞLIK BAKIM HİZMETLERİ BÖLÜMÜ,SAĞLIK BA,Bölüm,330211,Aktif,DEPARTMENT OF HEALTH CARE SERVICES,10,102,NULL,0
330214,TERAPİ VE REHABİLİTASYON BÖLÜMÜ,TERAPİ VE,Bölüm,330211,Aktif,DEPARTMENT OF THERAPY AND REHABILITATION,10,102,NULL,0
330215,TIBBİ HİZMETLER VE TEKNİKLER BÖLÜMÜ,TIBBİ HİZ,Bölüm,330211,Aktif,DEPARTMENT OF MEDICAL SERVICES AND TECHNIQUES,10,102,NULL,0
330216,İLK VE ACİL YARDIM PR.,İLK VE AC,Önlisans,330215,Aktif,FIRST AND EMERGENCY AID PR.,20,102,NULL,0
330217,TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR.,TIBBİ DOK,Önlisans,330215,Aktif,MEDICAL DOCUMENTATION AND SECRETARIAT PR.,20,102,NULL,0
330218,TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR. (İÖ),TIBBİ DOK,Önlisans,330215,Yarı Pasif,MEDICAL DOCUMENTATION AND SECRETARIAT PR. (EVENING EDUCATION),20,NULL,NULL,0
330219,TIBBİ GÖRÜNTÜLEME TEKNİKLERİ PR.,TIBBİ GÖR,Önlisans,330215,Aktif,MEDICAL IMAGING TECHNIQUES PR.,20,NULL,NULL,0
330220,TIBBİ GÖRÜNTÜLEME TEKNİKLERİ PR. (İÖ),TIBBİ GÖR,Önlisans,330215,Yarı Pasif,MEDICAL IMAGING TECHNIQUES PR. (EVENING EDUCATION),20,NULL,NULL,0
330221,TIBBİ LABORATUVAR TEKNİKLERİ PR.,TIBBİ LAB,Önlisans,330215,Aktif,MEDICAL LABORATORY TECHNIQUES PR.,20,102,NULL,0
330222,TIBBİ LABORATUVAR TEKNİKLERİ PR. (İÖ),TIBBİ LAB,Önlisans,330215,Yarı Pasif,MEDICAL LABORATORY TECHNIQUES PR. (EVENING EDUCATION),20,NULL,NULL,0
330304,BAĞIMLILIK VE ADLİ BİLİMLER ENSTİTÜSÜ,BAĞIMLILI,Enstitü,107211,Aktif,GRADUATE SCHOOL OF ADDICTION AND FORENSIC SCIENCES,4,102,NULL,0
330305,BAĞIMLILIK (YL) (TEZLİ),BAĞIMLILI,Disiplinlerarası Tezli Yüksek Lisans Programı,330304,Aktif,ADDICTION (MASTER) (WITH THESIS),22,NULL,NULL,383300
330306,BAĞIMLILIK (DR),BAĞIMLILI,Disiplinlerarası Doktora Programı,330304,Aktif,ADDICTION (DR),24,NULL,NULL,383300
330320,ADLİ BİLİMLER (YL) (TEZLİ),ADLİ BİLİ,Disiplinlerarası Tezli Yüksek Lisans Programı,330304,Aktif,FORENSIC SCIENCES (MASTER) (WITH THESIS),22,NULL,NULL,383299
330321,ADLİ BİLİMLER (DR),ADLİ BİLİ,Disiplinlerarası Doktora Programı,330304,Aktif,FORENSIC SCIENCES (DR),24,NULL,NULL,383299
331074,HALK SAĞLIĞI (YL) (TEZLİ),HALK SAĞL,Tezli Yüksek Lisans Programı,107694,Aktif,PUBLIC HEALTH (MASTER) (WITH THESIS),16,NULL,NULL,107234
331610,YABANCI DİLLER ANABİLİM DALI,YABANCI D,Anabilim Dalı,332445,Aktif,DEPARTMENT OF FOREIGN LANGUAGES,11,109,NULL,0
331666,MİMARLIK FAKÜLTESİ,"MİMARLIK ",Fakülte,107211,Aktif,FACULTY OF ARCHITECTURE,2,NULL,NULL,0
332445,YABANCI DİLLER BÖLÜMÜ,YABANCI D,Bölüm,153669,Aktif,DEPARTMENT OF FOREIGN LANGUAGES,10,101,NULL,0
332919,ASTRONOMİ VE ASTROFİZİK ANABİLİM DALI (DİSİPLİNLERARASI),ASTRONOMİ,Disiplinlerarası Anabilim Dalı,107691,Aktif,DEPARTMENT OF ASTRONOMY AND ASTROPHYSICS (INTERDISCIPLINARY),21,107,NULL,0
332920,ASTRONOMİ VE ASTROFİZİK (YL) (TEZLİ),ASTRONOMİ,Disiplinlerarası Tezli Yüksek Lisans Programı,107691,Aktif,ASTRONOMY AND ASTROPHYSICS (MASTER) (WITH THESIS),22,NULL,NULL,332919
333328,MAKİNE VE METAL TEKNOLOJİLERİ BÖLÜMÜ,MAKİNE VE,Bölüm,333354,Aktif,DEPARTMENT OF MACHINERY AND METAL TECHNOLOGIES,10,104,NULL,0
333329,MİMARLIK VE ŞEHİR PLANLAMA BÖLÜMÜ,"MİMARLIK ",Bölüm,333354,Aktif,DEPARTMENT OF ARCHITECTURE AND URBAN PLANNING,10,101,NULL,0
333330,MÜLKİYET KORUMA VE GÜVENLİK BÖLÜMÜ,"MÜLKİYET ",Bölüm,333354,Aktif,DEPARTMENT OF RESERVATION OF OWNERSHIP AND SECURITY,10,108,NULL,0
333331,"TEKSTİL, GİYİM, AYAKKABI VE DERİ BÖLÜMÜ","TEKSTİL, ",Bölüm,333354,Aktif,DEPARTMENT OF TEXTILE CLOTHING SHOES AND LEATHER,10,101,NULL,0
333332,ELEKTRİK PR.,"ELEKTRİK ",Önlisans,333355,Aktif,ELECTRICITY PR.,20,104,NULL,0
333333,ELEKTRİK PR. (İÖ),"ELEKTRİK ",Önlisans,333355,Yarı Pasif,ELECTRICITY PR. (EVENING EDUCATION),20,NULL,NULL,0
333334,ELEKTRONİK TEKNOLOJİSİ PR.,ELEKTRONİ,Önlisans,333356,Aktif,ELECTRONICS TECHNOLOGY PR.,20,104,NULL,0
333354,ADANA ORGANİZE SANAYİ BÖLGESİ TEKNİK BİLİMLER MESLEK YÜKSEKOKULU,ADANA ORG,Meslek Yüksekokulu,107211,Aktif,ADANA VOCATIONAL SCHOOL OF ORGANIZED INDUSTRIAL SITE,6,NULL,NULL,0
333355,ELEKTRİK VE ENERJİ BÖLÜMÜ,"ELEKTRİK ",Bölüm,333354,Aktif,DEPARTMENT OF ELECTRICITY AND ENERGY,10,104,NULL,0
333356,ELEKTRONİK VE OTOMASYON BÖLÜMÜ,ELEKTRONİ,Bölüm,333354,Aktif,DEPARTMENT OF ELECTRONICS AND AUTOMATION,10,104,NULL,0
333375,MAKİNE PR.,MAKİNE PR,Önlisans,333328,Aktif,MACHINERY PR.,20,104,NULL,0
333376,MAKİNE PR. (İÖ),MAKİNE PR,Önlisans,333328,Yarı Pasif,MACHINERY PR. (EVENING EDUCATION),20,NULL,NULL,0
333377,COĞRAFİ BİLGİ SİSTEMLERİ PR.,COĞRAFİ B,Önlisans,333329,Aktif,GEOGRAPHIC INFORMATION SYSTEMS PR.,20,101,NULL,0
333378,İŞ SAĞLIĞI VE GÜVENLİĞİ PR.,İŞ SAĞLIĞ,Önlisans,333330,Pasif,OCCUPATIONAL HEALTH AND SAFETY PR.,20,NULL,NULL,0
333379,TEKSTİL TEKNOLOJİSİ PR.,TEKSTİL T,Önlisans,333331,Aktif,TEXTILE TECHNOLOGY PR.,20,104,NULL,0
333380,TEKSTİL TEKNOLOJİSİ PR. (İÖ),TEKSTİL T,Önlisans,333331,Yarı Pasif,TEXTILE TECHNOLOGY PR. (EVENING EDUCATION),20,NULL,NULL,0
339827,KÜLTÜRLERARASI İLETİŞİM ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,KÜLTÜRLER,Uygulama ve Araştırma Merkezi,107211,Aktif,INTERCULTURAL DIALOGUE AND EDUCATION APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
339966,ÇOCUK ONKOLOJİSİ BİLİM DALI,ÇOCUK ONK,Bilim Dalı,107230,Aktif,PEDIATRIC ONCOLOGY,12,NULL,NULL,0
340140,İLKÖĞRETİM DİN KÜLTÜRÜ VE AHLAK BİLGİSİ ÖĞRETMENLİĞİ PR.,İLKÖĞRETİ,Lisans,107326,Arşiv,TEACHING OF RELIGIOUS CULTURE AND MORAL KNOWLEDGE IN PRIMARY EDUCATION PR.,13,NULL,NULL,0
373759,PEYZAJ MİMARLIĞI BÖLÜMÜ,PEYZAJ Mİ,Bölüm,331666,Aktif,DEPARTMENT OF LANDSCAPE ARCHITECTURE,10,101,NULL,0
373760,PEYZAJ MİMARLIĞI ANABİLİM DALI,PEYZAJ Mİ,Anabilim Dalı,373759,Aktif,DEPARTMENT OF LANDSCAPE ARCHITECTURE,11,101,NULL,0
373761,İÇ MİMARLIK PR.,İÇ MİMARL,Lisans,373780,Aktif,INTERIOR ARCHITECTURE PR.,13,101,NULL,0
373762,İÇ MİMARLIK ANABİLİM DALI,İÇ MİMARL,Anabilim Dalı,373780,Aktif,DEPARTMENT OF INTERIOR ARCHITECTURE,11,101,NULL,0
373772,MİMARLIK BÖLÜMÜ,"MİMARLIK ",Bölüm,331666,Aktif,DEPARTMENT OF ARCHITECTURE,10,101,NULL,0
373773,BİNA BİLGİSİ ANABİLİM DALI,BİNA BİLG,Anabilim Dalı,373772,Aktif,DEPARTMENT OF BUILDING DESIGN,11,104,NULL,0
373774,İÇ MİMARLIK ANABİLİM DALI,İÇ MİMARL,Anabilim Dalı,373772,Aktif,DEPARTMENT OF INTERIOR ARCHITECTURE,11,101,NULL,0
373775,MİMARLIK PR.,"MİMARLIK ",Lisans,373772,Aktif,ARCHITECTURE PR.,13,101,NULL,0
373776,MİMARLIK TARİHİ ANABİLİM DALI,"MİMARLIK ",Anabilim Dalı,373772,Aktif,DEPARTMENT OF HISTORY OF ARCHITECTURE,11,101,NULL,0
373777,ŞEHİRCİLİK ANABİLİM DALI,ŞEHİRCİLİ,Anabilim Dalı,373772,Aktif,DEPARTMENT OF URBAN PLANNING,11,101,NULL,0
373778,YAPI BİLGİSİ ANABİLİM DALI,YAPI BİLG,Anabilim Dalı,373772,Aktif,DEPARTMENT OF BUILDING CONSTRUCTION,11,104,NULL,0
373779,PEYZAJ MİMARLIĞI PR.,PEYZAJ Mİ,Lisans,373759,Aktif,LANDSCAPE ARCHITECTURE PR.,13,101,NULL,0
373780,İÇ MİMARLIK BÖLÜMÜ,İÇ MİMARL,Bölüm,331666,Aktif,DEPARTMENT OF INTERIOR ARCHITECTURE,10,101,NULL,0
375160,ŞEHİR VE BÖLGE PLANLAMA BÖLÜMÜ,"ŞEHİR VE ",Bölüm,331666,Aktif,DEPARTMENT OF URBAN AND REGIONAL PLANNING,10,101,NULL,0
375967,İŞ SAĞLIĞI VE GÜVENLİĞİ (YL) (TEZLİ) (İÖ),İŞ SAĞLIĞ,Disiplinlerarası Tezli Yüksek Lisans Programı,107691,Aktif,OCCUPATIONAL HEALTH AND SAFETY (MASTER) (WITH THESIS) (EVENING EDUCATION),22,NULL,NULL,446157
