YoksisId,Ad,KisaAd,Tur,UstYoksisId,Durum,AdIng,EnumBirimTuru,THE,QS,IliskiliYoksisId
107616,KOMPOZİSYON VE ORKESTRA ŞEFLİĞİ ANASANAT DALI,KOMPOZİSY,Anasanat Dalı,107612,Aktif,COMPOSITION AND ORCHESTRAL CONDUCTING ART MAJOR,15,101,NULL,0
107617,MÜZİKOLOJİ BÖLÜMÜ,MÜZİKOLOJ,Bölüm,107611,Aktif,DEPARTMENT OF MUSICOLOGY,10,101,NULL,0
107618,FOLKLOR VE ETNOMÜZİKOLOJİ ANASANAT DALI,FOLKLOR V,Anasanat Dalı,107617,Aktif,FOLKLORE AND ETHNOMUSICOLOGY ART MAJOR,15,NULL,NULL,0
107619,GELENEKSEL MÜZİKLER ANASANAT DALI,GELENEKSE,Anasanat Dalı,107617,Aktif,TRADITIONAL MUSIC ART MAJOR,15,NULL,NULL,0
107620,MODAL MÜZİKLER ANASANAT DALI,MODAL MÜZ,Anasanat Dalı,107617,Aktif,MODAL MUSIC ART MAJOR,15,NULL,NULL,0
107621,MÜZİKOLOJİ VE MÜZİK TARİHİ ANASANAT DALI,MÜZİKOLOJ,Anasanat Dalı,107617,Aktif,MUSICOLOGY AND MUSIC HISTORY ART MAJOR,15,NULL,NULL,0
107622,BESTECİLİK BÖLÜMÜ,BESTECİLİ,Bölüm,107611,Aktif,DEPARTMENT OF COMPOSITION,10,101,NULL,0
107623,KOMPOZİSYON ANASANAT DALI,KOMPOZİSY,Anasanat Dalı,107622,Aktif,COMPOSITION ART MAJOR,15,NULL,NULL,0
107624,TEORİ ANASANAT DALI,TEORİ ANA,Anasanat Dalı,107622,Aktif,THEORY ART MAJOR,15,NULL,NULL,0
107625,ŞEFLİK ANASANAT DALI,ŞEFLİK AN,Anasanat Dalı,107622,Aktif,CONDUCTING ART MAJOR,15,NULL,NULL,0
107626,PİYANO BÖLÜMÜ,PİYANO BÖ,Bölüm,107611,Aktif,DEPARTMENT OF PIANO,10,101,NULL,0
107627,PİYANO PR.,PİYANO PR,Lisans,107626,Aktif,PIANO PR.,13,101,NULL,0
107628,OPERA BÖLÜMÜ,OPERA BÖL,Bölüm,107611,Aktif,DEPARTMENT OF OPERA,10,101,NULL,0
107629,KONSER ŞARKICILIĞI ANASANAT DALI,KONSER ŞA,Anasanat Dalı,107628,Aktif,CONCERT SINGER TRAINING ART MAJOR,15,NULL,NULL,0
107630,KORO ANASANAT DALI,KORO ANAS,Anasanat Dalı,107628,Aktif,CHOIR ART MAJOR,15,NULL,NULL,0
107631,SES EĞİTİMİ ANASANAT DALI,SES EĞİTİ,Anasanat Dalı,107628,Aktif,VOCAL TRAINING ART MAJOR,15,NULL,NULL,0
107632,BALE BÖLÜMÜ,BALE BÖLÜ,Bölüm,107611,Aktif,DEPARTMENT OF BALLET,10,101,NULL,0
107633,BALE DANSÇILIĞI ANASANAT DALI,BALE DANS,Anasanat Dalı,107632,Aktif,BALLET ART MAJOR,15,NULL,NULL,0
107634,KOREOLOJİ ANASANAT DALI,KOREOLOJİ,Anasanat Dalı,107632,Aktif,CHOREOLOGY ART MAJOR,15,NULL,NULL,0
107635,SAHNE SANATLARI BÖLÜMÜ,SAHNE SAN,Bölüm,107611,Aktif,DEPARTMENT OF PERFORMING ARTS,10,101,NULL,0
107636,OPERA ANABİLİM DALI,OPERA ANA,Anabilim Dalı,107635,Aktif,DEPARTMENT OF OPERA,11,101,NULL,0
107637,TİYATRO PR. (OYUNCULUK),TİYATRO P,Lisans,107635,Yarı Pasif,THEATRE PR.,13,101,NULL,0
107638,SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,SAĞLIK Hİ,Meslek Yüksekokulu,107211,Kapatılmış,HEALTH SERVICES VOCATIONAL SCHOOL,6,NULL,NULL,0
107639,SAĞLIK PROGRAMLARI BÖLÜMÜ,SAĞLIK PR,Bölüm,107638,Kapatılmış,DEPARTMENT OF HEALTH PROGRAMS,10,NULL,NULL,0
107640,ANESTEZİ PR.,"ANESTEZİ ",Önlisans,166924,Yarı Pasif,ANESTHESIA PR.,20,NULL,NULL,0
107641,EBELİK PR.,EBELİK PR,Önlisans,107639,Kapatılmış,MIDWIFERY PR.,20,NULL,NULL,0
107642,ODYOMETRİ PR.,ODYOMETRİ,Önlisans,107639,Kapatılmış,AUDIOMETRY PR.,20,NULL,NULL,0
107643,PROTEZ VE ORTEZ PR.,PROTEZ VE,Önlisans,107639,Kapatılmış,PROSTHETICS AND ORTHOTICS PR.,20,NULL,NULL,0
107644,TIBBİ DOKÜMANTASYON VE SEKRETERLİK PR.,TIBBİ DOK,Önlisans,166924,Yarı Pasif,MEDICAL DOCUMENTATION AND SECRETARIAT PR.,20,NULL,NULL,0
107645,TIBBİ LABORATUVAR PR.,TIBBİ LAB,Önlisans,107639,Kapatılmış,MEDICAL LABORATORY PR.,20,NULL,NULL,0
107646,DİŞ PROTEZ PR.,DİŞ PROTE,Önlisans,107639,Kapatılmış,DENTAL PROSTHETICS PR.,20,NULL,NULL,0
107647,HEMŞİRELİK PR.,HEMŞİRELİ,Önlisans,107639,Kapatılmış,NURSING PR.,20,NULL,NULL,0
107648,LABORATUVAR PR.,LABORATUV,Önlisans,107639,Kapatılmış,LABORATORY PR.,20,NULL,NULL,0
107649,RADYOLOJİ PR.,RADYOLOJİ,Önlisans,107639,Kapatılmış,RADIOLOGY PR.,20,NULL,NULL,0
107650,FİZİK TEDAVİ PR.,FİZİK TED,Önlisans,107639,Kapatılmış,PHYSICAL THERAPY PR.,20,NULL,NULL,0
107651,GÖZLÜKÇÜLÜK PR.,GÖZLÜKÇÜL,Önlisans,107639,Kapatılmış,OPTICIANRY PR.,20,NULL,NULL,0
107652,DİŞ TEKNİK SEKRETERLİĞİ PR.,DİŞ TEKNİ,Önlisans,107639,Yarı Pasif,DENTAL TECHNICAL SECRETARY PR.,20,NULL,NULL,0
107653,ADANA MESLEK YÜKSEKOKULU,ADANA MES,Meslek Yüksekokulu,107211,Aktif,ADANA VOCATIONAL SCHOOL,6,104,NULL,0
107654,TEKNİK PROGRAMLAR BÖLÜMÜ,TEKNİK PR,Bölüm,107653,Aktif,DEPARTMENT OF TECHNICAL PROGRAMS,10,104,NULL,0
107656,İNŞAAT PR.,İNŞAAT PR,Önlisans,107654,Yarı Pasif,CONSTRUCTION PR.,20,NULL,NULL,0
107657,ELEKTRİK PR.,"ELEKTRİK ",Önlisans,107654,Kapatılmış,ELECTRICITY PR.,20,NULL,NULL,0
107658,TEKSTİL PR.,TEKSTİL P,Önlisans,107654,Yarı Pasif,TEXTILE PR.,20,NULL,NULL,0
107659,OTOMOTİV PR.,"OTOMOTİV ",Önlisans,107654,Yarı Pasif,AUTOMOTIVE PR.,20,NULL,NULL,0
107660,RADYO VE TELEVİZYON YAYINCILIĞI PR.,"RADYO VE ",Önlisans,107654,Yarı Pasif,RADIO AND TELEVISION BROADCASTING PR.,20,NULL,NULL,0
107661,İKLİMLENDİRME-SOĞUTMA PR.,İKLİMLEND,Önlisans,107654,Yarı Pasif,CLIMATIZATION AND COOLING PR.,20,NULL,NULL,0
107662,ENDÜSTRİYEL ELEKTRONİK PR.,ENDÜSTRİY,Önlisans,107654,Yarı Pasif,INDUSTRIAL ELECTRONICS PR.,20,NULL,NULL,0
107663,BİLGİSAYAR PROGRAMCILIĞI PR.,BİLGİSAYA,Önlisans,166767,Aktif,COMPUTER PROGRAMMING PR.,20,103,NULL,0
107664,ŞARAP ÜRETİM TEKNOLOJİSİ VE BAĞCILIK PR.,ŞARAP ÜRE,Önlisans,107654,Yarı Pasif,WINEMAKING TECHNOLOGY AND VITICULTURE PR.,20,NULL,NULL,0
107665,İKTİSADİ VE İDARİ PROGRAMLAR BÖLÜMÜ,"İKTİSADİ ",Bölüm,107653,Kapatılmış,DEPARTMENT OF ECONOMIC AND ADMINISTRATIVE PROGRAMS,10,NULL,NULL,0
107666,MUHASEBE PR.,"MUHASEBE ",Önlisans,107665,Yarı Pasif,ACCOUNTING PR.,20,NULL,NULL,0
107667,OTOBÜS İŞLETMECİLİĞİ PR.,OTOBÜS İŞ,Önlisans,107665,Yarı Pasif,BUS MANAGEMENT PR.,20,NULL,NULL,0
107668,KOZAN MESLEK YÜKSEKOKULU,KOZAN MES,Meslek Yüksekokulu,107211,Aktif,KOZAN VOCATIONAL SCHOOL,6,108,NULL,0
107669,TEKNİK PROGRAMLAR BÖLÜMÜ,TEKNİK PR,Bölüm,107668,Kapatılmış,DEPARTMENT OF TECHNICAL PROGRAMS,10,NULL,NULL,0
107670,MOBİLYA VE DEKORASYON PR.,MOBİLYA V,Önlisans,107669,Kapatılmış,FURNITURE AND DECORATION PR.,20,NULL,NULL,0
107671,BİLGİSAYAR TEKNOLOJİSİ VE PROGRAMLAMA PR.,BİLGİSAYA,Önlisans,107669,Yarı Pasif,COMPUTER TECHNOLOGY AND PROGRAMMING PR.,20,103,NULL,0
107672,TOHUMCULUK PR.,TOHUMCULU,Önlisans,107669,Kapatılmış,SEED CULTIVATION PR.,20,NULL,NULL,0
107673,İKTİSADİ VE İDARİ PROGRAMLAR BÖLÜMÜ,"İKTİSADİ ",Bölüm,107668,Kapatılmış,DEPARTMENT OF ECONOMIC AND ADMINISTRATIVE PROGRAMS,10,NULL,NULL,0
107674,MUHASEBE PR.,"MUHASEBE ",Önlisans,107673,Yarı Pasif,ACCOUNTING PR.,20,NULL,NULL,0
107675,BANKACILIK PR.,BANKACILI,Önlisans,107673,Yarı Pasif,BANKING PR.,20,NULL,NULL,0
107676,BÜRO YÖNETİMİ VE SEKRETERLİK PR.,BÜRO YÖNE,Önlisans,107673,Yarı Pasif,OFFICE MANAGEMENT AND SECRETARY TRAINING PR.,20,NULL,NULL,0
107677,YEREL YÖNETİMLER PR.,YEREL YÖN,Önlisans,107673,Kapatılmış,LOCAL ADMINISTRATIONS PR.,20,NULL,NULL,0
107678,BEDEN EĞİTİMİ VE SPOR YÜKSEKOKULU,BEDEN EĞİ,Yüksekokul,107211,Kapatılmış,SCHOOL OF PHYSICAL EDUCATION AND SPORTS,5,NULL,NULL,0
107679,BEDEN EĞİTİMİ ÖĞRETMENLİĞİ BÖLÜMÜ,BEDEN EĞİ,Bölüm,107678,Kapatılmış,DEPARTMENT OF PHYSICAL EDUCATION TEACHING,10,NULL,NULL,0
107680,BEDEN EĞİTİMİ VE SPOR ÖĞRETİMİ ANABİLİM DALI,BEDEN EĞİ,Anabilim Dalı,107679,Kapatılmış,DEPARTMENT OF PHYSICAL EDUCATION AND SPORTS EDUCATION,11,NULL,NULL,0
107681,SPORDA PSİKOSOSYAL ALANLAR ANABİLİM DALI,SPORDA PS,Anabilim Dalı,107679,Kapatılmış,DEPARTMENT OF PSYCHOSOCIAL FIELDS OF SPORTS,11,NULL,NULL,0
107682,SPOR YÖNETİCİLİĞİ BÖLÜMÜ,SPOR YÖNE,Bölüm,107678,Kapatılmış,DEPARTMENT OF SPORTS MANAGEMENT,10,NULL,NULL,0
107683,SPOR YÖNETİM BİLİMLERİ ANABİLİM DALI,SPOR YÖNE,Anabilim Dalı,107682,Kapatılmış,DEPARTMENT OF SPORTS MANAGEMENT SCIENCES,11,NULL,NULL,0
107684,ANTRENÖRLÜK EĞİTİMİ BÖLÜMÜ,ANTRENÖRL,Bölüm,107678,Kapatılmış,DEPARTMENT OF COACH TRAINING,10,NULL,NULL,0
107685,SPOR SAĞLIK BİLİMLERİ ANABİLİM DALI,SPOR SAĞL,Anabilim Dalı,107684,Kapatılmış,DEPARTMENT OF SPORTS HEALTH SCIENCES,11,NULL,NULL,0
107686,HAREKET VE ANTRENMAN BİLİMLERİ ANABİLİM DALI,HAREKET V,Anabilim Dalı,107684,Kapatılmış,DEPARTMENT OF MOVEMENT AND TRAINING SCIENCES IN SPORTS,11,NULL,NULL,0
107687,CEYHAN SAĞLIK HİZMETLERİ MESLEK YÜKSEKOKULU,CEYHAN SA,Meslek Yüksekokulu,107211,Kapatılmış,CEYHAN HEALTH SERVICES VOCATIONAL SCHOOL,6,NULL,NULL,0
107688,SAĞLIK PROGRAMLARI BÖLÜMÜ,SAĞLIK PR,Bölüm,107687,Kapatılmış,DEPARTMENT OF HEALTH PROGRAMS,10,NULL,NULL,0
107689,DİŞ PROTEZ PR.,DİŞ PROTE,Önlisans,107688,Kapatılmış,DENTAL PROSTHETICS PR.,20,NULL,NULL,0
107690,AMBULANS VE ACİL BAKIM TEKNİKERLİĞİ PR.,"AMBULANS ",Önlisans,107688,Kapatılmış,AMBULANCE AND EMERGENCY CARE TECHNICIAN TRAINING PR.,20,NULL,NULL,0
107691,FEN BİLİMLERİ ENSTİTÜSÜ,FEN BİLİM,Enstitü,107211,Aktif,INSTITUTE OF SCIENCE,4,106,NULL,0
107692,BİYOTEKNOLOJİ (YL) (TEZLİ),BİYOTEKNO,Disiplinlerarası Tezli Yüksek Lisans Programı,107691,Aktif,BIOTECHNOLOGY (MASTER) (WITH THESIS),22,NULL,NULL,408426
107693,ARKEOMETRİ (YL) (TEZLİ),ARKEOMETR,Disiplinlerarası Tezli Yüksek Lisans Programı,107691,Aktif,ARCHAEOMETRY (MASTER) (WITH THESIS),22,NULL,NULL,446156
107694,SAĞLIK BİLİMLERİ ENSTİTÜSÜ,SAĞLIK Bİ,Enstitü,107211,Aktif,INSTITUTE OF HEALTH SCIENCES,4,NULL,NULL,0
107695,SOSYAL BİLİMLER ENSTİTÜSÜ,SOSYAL Bİ,Enstitü,107211,Aktif,INSTITUTE OF SOCIAL SCIENCES,4,105,NULL,0
107696,AİLE PLANLAMA VE İNFERTİLİTE UYGULAMA VE ARAŞTIRMA MERKEZİ,AİLE PLAN,Uygulama ve Araştırma Merkezi,107211,Aktif,FAMILY PLANNING AND INFERTILITY APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107697,KADIN VE AİLE ÇALIŞMALARI UYGULAMA VE ARAŞTIRMA MERKEZİ,"KADIN VE ",Uygulama ve Araştırma Merkezi,107211,Aktif,RESEARCH CENTER FOR GENDER STUDIES AND WOMEN'S STUDIES,8,NULL,NULL,0
107698,SUBTROPİK MEYVELER UYGULAMA VE ARAŞTIRMA MERKEZİ,SUBTROPİK,Uygulama ve Araştırma Merkezi,107211,Aktif,SUBTROPICAL FRUITS APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107699,KALITSAL KAN HASTALIKLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,"KALITSAL ",Uygulama ve Araştırma Merkezi,107211,Aktif,GENETIC BLOOD DISEASES APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107700,POZANTI TARIMSAL UYGULAMA VE ARAŞTIRMA MERKEZİ,POZANTI T,Uygulama ve Araştırma Merkezi,107211,Aktif,POZANTI AGRICULTURAL APPLICATION AND RESEARCH CENTER,8,106,NULL,0
107701,DENEYSEL CERRAHİ UYGULAMA VE ARAŞTIRMA MERKEZİ,"DENEYSEL ",Uygulama ve Araştırma Merkezi,107211,Kapatılmış,EXPERIMENTAL SURGICAL APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107702,UZAY BİL. VE GÜNEŞ ENERJİSİ UYGULAMA VE ARAŞTIRMA MERKEZİ,UZAY BİL.,Uygulama ve Araştırma Merkezi,107211,Aktif,SPACE COMPUTER AND SOLAR POWER APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107703,TARIMSAL YAYIM HABERLEŞME UYGULAMA VE ARAŞTIRMA MERKEZİ,"TARIMSAL ",Uygulama ve Araştırma Merkezi,107211,Aktif,AGRICULTURAL EMISSION COMMUNICATION APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107704,SOĞUTMA VE İKLİMLENDİRME TEKN. UYGULAMA VE ARAŞTIRMA MERKEZİ,SOĞUTMA V,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,COOLING AND AIR CONDITIONING TEKN. APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107705,PAMUK UYGULAMA VE ARAŞTIRMA MERKEZİ,PAMUK UYG,Uygulama ve Araştırma Merkezi,107211,Aktif,COTTON APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107706,TÜMÖR ARAŞTIRMA VE TEDAVİ UYGULAMA VE ARAŞTIRMA MERKEZİ,TÜMÖR ARA,Uygulama ve Araştırma Merkezi,107211,Aktif,TUMOR RESEARCH AND TREATMENT APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107707,DUYMA ENGELLİ VE ÖZÜRLÜLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,DUYMA ENG,Uygulama ve Araştırma Merkezi,107211,Aktif,HEARING-IMPAIRED APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107708,PERİNATAL TANI UYGULAMA VE ARAŞTIRMA MERKEZİ,PERİNATAL,Uygulama ve Araştırma Merkezi,107211,Aktif,PERINATAL DIAGNOSIS APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107709,GENETİK VE EMBRİYO MÜHENDİSLİĞİ UYGULAMA VE ARAŞTIRMA MERKEZİ,GENETİK V,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,GENETIC AND EMBRYO ENGINEERING APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107710,SAĞLIK UYGULAMA VE ARAŞTIRMA MERKEZİ,SAĞLIK UY,Uygulama ve Araştırma Merkezi,107211,Aktif,HEALTH APPLICATION AND RESEARCH CENTER,8,102,NULL,0
107711,ORGAN NAKLİ UYGULAMA VE ARAŞTIRMA MERKEZİ,ORGAN NAK,Uygulama ve Araştırma Merkezi,107211,Aktif,ORGAN TRANSPLANTATION APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107712,TROPİKAL HASTALIKLAR UYGULAMA VE ARAŞTIRMA MERKEZİ,"TROPİKAL ",Uygulama ve Araştırma Merkezi,107211,Aktif,TROPIC DISEASES APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107713,TÜRKOLOJİ ARAŞTIRMALARI MERKEZİ,TÜRKOLOJİ,Uygulama ve Araştırma Merkezi,107211,Aktif,TURKOLOJGY STUDIES CENTER,8,NULL,NULL,0
107714,ATATÜRK İLKELERİ VE İNKILAP TRH. UYGULAMA VE ARAŞTIRMA MERKEZİ,ATATÜRK İ,Uygulama ve Araştırma Merkezi,107211,Aktif,ATATURK'S PRINCIPLES AND HISTORY OF REFORM APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107715,ENDÜSTRİYEL VE TIBBİ ELEK.ENST. UYGULAMA VE ARAŞTIRMA MERKEZİ,ENDÜSTRİY,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,INDUSTRIAL AND MEDICAL ELECTRIC INSTITUTE APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107716,ÇEVRE SORUNLARI UYGULAMA VE ARAŞTIRMA MERKEZİ,ÇEVRE SOR,Uygulama ve Araştırma Merkezi,107211,Aktif,ENVIRONMENT PROBLEMS APPLICATION AND RESEARCH CENTER,8,106,NULL,0
107717,MAKİNE İMALATI BİLİM VE TEKNOLOJİ UYGULAMA VE ARAŞTIRMA MERKEZİ,MAKİNE İM,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,MACHINE MANUFACTURING SCIENCE AND TECHNOLOGY APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107718,BİLGİSAYAR BİLİMLERİ UYGULAMA VE ARAŞTIRMA MERKEZİ,BİLGİSAYA,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,COMPUTER SCIENCES APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107719,TARIMSAL UYGULAMA VE ARAŞTIRMA MERKEZİ,"TARIMSAL ",Uygulama ve Araştırma Merkezi,107211,Aktif,AGRICULTURAL APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107720,SAĞLIK BİLİMLERİ DENEYSEL UYGULAMA VE ARAŞTIRMA MERKEZİ,SAĞLIK Bİ,Uygulama ve Araştırma Merkezi,107211,Aktif,EXPERIMENTAL MEDICINE APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107721,YABANCI DİLLER ÖĞRETİMİ UYGULAMA VE ARAŞTIRMA MERKEZİ,YABANCI D,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,FOREIGN LANGUAGES TEACHING APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
107722,AKDENİZ ÜLKELERİ TARIMI UYGULAMA VE ARAŞTIRMA MERKEZİ,AKDENİZ Ü,Uygulama ve Araştırma Merkezi,107211,Kapatılmış,MEDITERRANEAN COUNTRIES AGRICULTURE APPLICATION AND RESEARCH CENTER,8,NULL,NULL,0
128987,BİYOLOJİ PR.,"BİYOLOJİ ",Lisans,107279,Aktif,BIOLOGY PR.,13,106,NULL,0
128989,FİZİK PR.,FİZİK PR.,Lisans,107284,Kapatılmış,PHYSICS PR.,13,107,NULL,0
128997,KİMYA PR.,KİMYA PR.,Lisans,107297,Aktif,CHEMISTRY PR.,13,107,NULL,0
129036,MATEMATİK PR.,MATEMATİK,Lisans,107303,Aktif,MATHEMATICS PR.,13,107,NULL,0
129041,TÜRK DİLİ VE EDEBİYATI PR.,TÜRK DİLİ,Lisans,107314,Aktif,TURKISH LANGUAGE AND LITERATURE PR.,13,101,NULL,0
129053,BİYOLOJİ PR. (İÖ),"BİYOLOJİ ",Lisans,107279,Yarı Pasif,BIOLOGY PR. (EVENING EDUCATION),13,106,NULL,0
129056,SANAT TARİHİ ANABİLİM DALI,SANAT TAR,Anabilim Dalı,107325,Aktif,DEPARTMENT OF ART HISTORY,11,101,NULL,0
129058,FİZİK PR. (İÖ),FİZİK PR.,Lisans,107284,Yarı Pasif,PHYSICS PR. (EVENING EDUCATION),13,NULL,NULL,0
129060,KİMYA PR. (İÖ),KİMYA PR.,Lisans,107297,Yarı Pasif,CHEMISTRY PR. (EVENING EDUCATION),13,107,NULL,0
129062,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK PR.,REHBERLİK,Lisans,107327,Aktif,GUIDANCE AND PSYCHOLOGICAL COUNSELING PR.,13,101,NULL,0
129066,MATEMATİK PR. (İÖ),MATEMATİK,Lisans,107303,Yarı Pasif,MATHEMATICS PR. (EVENING EDUCATION),13,107,NULL,0
129067,ALMANCA ÖĞRETMENLİĞİ PR.,ALMANCA Ö,Lisans,107337,Aktif,GERMAN LANGUAGE TEACHING PR.,13,109,NULL,0
129072,TÜRK DİLİ VE EDEBİYATI PR. (İÖ),TÜRK DİLİ,Lisans,107314,Yarı Pasif,TURKISH LANGUAGE AND LITERATURE PR. (EVENING EDUCATION),13,101,NULL,0
129075,İNGİLİZCE ÖĞRETMENLİĞİ PR.,İNGİLİZCE,Lisans,107337,Aktif,ENGLISH LANGUAGE TEACHING PR.,13,109,NULL,0
129078,OKUL ÖNCESİ ÖĞRETMENLİĞİ PR.,OKUL ÖNCE,Lisans,298607,Aktif,EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR.,13,109,NULL,0
129091,SINIF ÖĞRETMENLİĞİ PR.,SINIF ÖĞR,Lisans,298607,Aktif,CLASSROOM TEACHING PR.,13,109,NULL,0
129098,REHBERLİK VE PSİKOLOJİK DANIŞMANLIK PR. (İÖ),REHBERLİK,Lisans,107327,Yarı Pasif,GUIDANCE AND PSYCHOLOGICAL COUNSELING PR. (EVENING EDUCATION),13,101,NULL,0
129113,BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ ÖĞRETMENLİĞİ PR.,BİLGİSAYA,Lisans,107363,Aktif,COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR.,13,109,NULL,0
129117,RESİM ANABİLİM DALI,RESİM ANA,Anabilim Dalı,107367,Kapatılmış,DEPARTMENT OF PAINTING,11,NULL,NULL,0
129123,İKTİSAT PR.,İKTİSAT P,Lisans,107440,Aktif,ECONOMICS PR.,13,108,NULL,0
129130,İŞLETME PR.,İŞLETME P,Lisans,107445,Aktif,BUSINESS ADMINISTRATION PR.,13,108,NULL,0
129135,BİLGİSAYAR MÜHENDİSLİĞİ PR. (İNGİLİZCE),BİLGİSAYA,Lisans,107462,Yarı Pasif,COMPUTER ENGINEERING PR. (ENGLISH),13,NULL,NULL,0
129139,ÇEVRE MÜHENDİSLİĞİ PR.,ÇEVRE MÜH,Lisans,107468,Yarı Pasif,ENVIRONMENTAL ENGINEERING PR.,13,NULL,NULL,0
129145,İNŞAAT MÜHENDİSLİĞİ PR.,İNŞAAT MÜ,Lisans,107474,Yarı Pasif,CIVIL ENGINEERING PR.,13,NULL,NULL,0
129148,JEOLOJİ MÜHENDİSLİĞİ PR.,JEOLOJİ M,Lisans,107480,Yarı Pasif,GEOLOGICAL ENGINEERING PR.,13,NULL,NULL,0
129149,ALMANCA ÖĞRETMENLİĞİ PR. (İÖ),ALMANCA Ö,Lisans,107337,Yarı Pasif,GERMAN LANGUAGE TEACHING PR. (EVENING EDUCATION),13,109,NULL,0
129153,MADEN MÜHENDİSLİĞİ PR.,MADEN MÜH,Lisans,107485,Yarı Pasif,MINING ENGINEERING PR.,13,NULL,NULL,0
129155,İNGİLİZCE ÖĞRETMENLİĞİ PR. (İÖ),İNGİLİZCE,Lisans,107337,Yarı Pasif,ENGLISH LANGUAGE TEACHING PR. (EVENING EDUCATION),13,NULL,NULL,0
129158,MİMARLIK PR.,"MİMARLIK ",Lisans,107489,Yarı Pasif,ARCHITECTURE PR.,13,NULL,NULL,0
129160,TEKSTİL MÜHENDİSLİĞİ PR.,TEKSTİL M,Lisans,107494,Yarı Pasif,TEXTILE ENGINEERING PR.,13,NULL,NULL,0
129161,OKUL ÖNCESİ ÖĞRETMENLİĞİ PR. (İÖ),OKUL ÖNCE,Lisans,298607,Yarı Pasif,EARLY CHILDHOOD EDUCATION - PRESCHOOL TEACHING PR. (EVENING EDUCATION),13,109,NULL,0
129164,MAKİNE MÜHENDİSLİĞİ PR. (İNGİLİZCE),MAKİNE MÜ,Lisans,107498,Yarı Pasif,MECHANICAL ENGINEERING PR. (ENGLISH),13,NULL,NULL,0
129165,SINIF ÖĞRETMENLİĞİ PR. (İÖ),SINIF ÖĞR,Lisans,298607,Yarı Pasif,CLASSROOM TEACHING PR. (EVENING EDUCATION),13,109,NULL,0
129167,ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ PR. (İNGİLİZCE),ELEKTRİK-,Lisans,107505,Yarı Pasif,ELECTRICAL-ELECTRONICS ENGINEERING PR. (ENGLISH),13,NULL,NULL,0
129171,SU ÜRÜNLERİ MÜHENDİSLİĞİ PR. (İÖ),SU ÜRÜNLE,Lisans,166556,Yarı Pasif,AQUACULTURAL ENGINEERING PR. (EVENING EDUCATION),13,107,NULL,0
129173,BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ ÖĞRETMENLİĞİ PR. (İÖ),BİLGİSAYA,Lisans,107363,Yarı Pasif,COMPUTER EDUCATION AND INSTRUCTIONAL TECHNOLOGY PR. (EVENING EDUCATION),13,109,NULL,0
129176,RESİM ANASANAT DALI,RESİM ANA,Anasanat Dalı,107367,Kapatılmış,PAINTING ART MAJOR,15,NULL,NULL,0
129178,AĞ PR.,AĞ PR.,Lisans,107571,Kapatılmış,NETWORK PR.,13,NULL,NULL,0
129181,WEB TASARIM PR.,WEB TASAR,Lisans,107571,Kapatılmış,WEB DESIGN PR.,13,NULL,NULL,0
129184,VERİ TABANI UYGULAMA PR.,VERİ TABA,Lisans,107571,Kapatılmış,DATABASE APPLICATION PR.,13,NULL,NULL,0
129187,SİSTEM YÖNETİMİ PR.,SİSTEM YÖ,Lisans,107571,Kapatılmış,SYSTEM MANAGEMENT PR.,13,NULL,NULL,0
