AuthorId,HitId,wosStandard,researcherId,ORCID,ord,Dogrulandi,DogrulayanPersonelRol_Id,DogrulamaZamani,Puan
4964,1526,"Oymak, Y",ABH-2255-2021,NULL,24,NULL,NULL,NULL,NULL
4965,1526,"Ertem, M",DUK-2260-2022,NULL,25,NULL,NULL,NULL,NULL
4966,1526,"Timur, Ç",JHM-7041-2023,NULL,26,NULL,NULL,NULL,NULL
4967,1526,"Yildirmak, Y",AEG-9521-2022,NULL,27,NULL,NULL,NULL,NULL
4968,1526,"Irken, G",CWV-8390-2022,NULL,28,NULL,NULL,NULL,NULL
4969,1526,"Apak, H",A-7787-2019,NULL,29,NULL,NULL,NULL,NULL
4970,1526,"Biner, B",DTV-4291-2022,NULL,30,NULL,NULL,NULL,NULL
4971,1526,"Eren, TG",ICR-8038-2023,NULL,31,NULL,NULL,NULL,NULL
4972,1526,"Balci, YI",EKR-9813-2022,NULL,32,NULL,NULL,NULL,NULL
4973,1526,"Koçak, Ü",C-1204-2016,NULL,33,NULL,NULL,NULL,NULL
4974,1526,"Karasu, G",AAR-6689-2020,NULL,34,NULL,NULL,NULL,NULL
4975,1526,"Akkaynak, D",IIY-3740-2023,NULL,35,NULL,NULL,NULL,NULL
4976,1526,"Patiroglu, T",DLK-1824-2022,NULL,36,NULL,NULL,NULL,NULL
4977,1517,"Biricik, E",H-1361-2018,NULL,1,NULL,NULL,NULL,22.50
4978,1517,"Karacaer, F",FDN-5535-2022,NULL,2,NULL,NULL,NULL,9.00
4979,1517,"Günes, Y",JHG-5863-2023,NULL,3,NULL,NULL,NULL,9.00
4980,1517,"Daglioglu, N",G-5605-2018,NULL,4,NULL,NULL,NULL,9.00
4981,1517,"Efeoglu, P",ETS-1391-2022,NULL,5,NULL,NULL,NULL,9.00
4982,1517,"Ilginel, M",FBK-0005-2022,NULL,6,NULL,NULL,NULL,9.00
4983,1517,"Avci, A",AAA-5448-2019,NULL,7,NULL,NULL,NULL,9.00
4984,1517,"Özcengiz, D",JHQ-8831-2023,NULL,8,NULL,NULL,NULL,9.00
4985,1528,"Özkale, MR",B-8163-2018,NULL,1,NULL,NULL,NULL,NULL
4986,1529,"Rençber, S",AAK-5442-2020,NULL,1,NULL,NULL,NULL,NULL
4987,1529,"Karavana, SY",AAT-9147-2021,NULL,2,NULL,NULL,NULL,NULL
4988,1529,"Yilmaz, FF",G-8565-2013,NULL,3,NULL,NULL,NULL,NULL
4989,1529,"Eraç, B",AAG-7017-2019,NULL,4,NULL,NULL,NULL,NULL
4990,1529,"Nenni, M",AAC-8971-2020,NULL,5,NULL,NULL,NULL,NULL
4991,1529,"Gurer-Orhan, H",ABB-4339-2020,NULL,6,NULL,NULL,NULL,NULL
4992,1529,"Limoncu, MH",AAG-6217-2019,NULL,7,NULL,NULL,NULL,NULL
4993,1529,"Güneri, P",JJH-9264-2023,NULL,8,NULL,NULL,NULL,NULL
4994,1529,"Ertan, G",CPK-0244-2022,NULL,9,NULL,NULL,NULL,NULL
14180,1534,"Yildirim, D",C-2929-2018,NULL,1,NULL,NULL,NULL,NULL
14181,1534,"Toprak, A",JNQ-9504-2023,NULL,2,NULL,NULL,NULL,NULL
14182,1534,"Alagöz, D",I-8724-2018,NULL,3,NULL,NULL,NULL,NULL
14183,1534,"Tukel, SS",JRN-9065-2023,NULL,4,NULL,NULL,NULL,NULL
14184,1536,"Manav, AI",FMQ-8971-2022,NULL,1,NULL,NULL,NULL,NULL
14185,1536,"Simsek, N",AAO-8286-2021,NULL,2,NULL,NULL,NULL,NULL
14186,1535,"Mirili, C",V-4138-2018,NULL,1,NULL,NULL,NULL,NULL
14187,1535,"Guney, IB",F-4449-2018,NULL,2,NULL,NULL,NULL,NULL
14188,1535,"Paydas, S",F-3132-2018,NULL,3,NULL,NULL,NULL,NULL
14189,1535,"Seydaoglu, G",P-2640-2018,NULL,4,NULL,NULL,NULL,NULL
14190,1535,"Kapukaya, TK",GFI-4225-2022,NULL,5,NULL,NULL,NULL,NULL
14191,1535,"Ogul, A",AAO-7285-2021,NULL,6,NULL,NULL,NULL,NULL
14192,1535,"Gokcay, S",GYA-5765-2022,NULL,7,NULL,NULL,NULL,NULL
14193,1535,"Buyuksimsek, M",R-3412-2018,NULL,8,NULL,NULL,NULL,NULL
14194,1535,"Yetisir, AE",GJN-8638-2022,NULL,9,NULL,NULL,NULL,NULL
14195,1535,"Karaalioglu, B",FCJ-9364-2022,NULL,10,NULL,NULL,NULL,NULL
14196,1535,"Tohumcuoglu, M",CDD-5338-2022,NULL,11,NULL,NULL,NULL,NULL
14197,1539,"Karabuga, F",CXJ-1569-2022,NULL,1,NULL,NULL,NULL,NULL
14198,1539,"Ilin, G",GQW-0433-2022,NULL,2,NULL,NULL,NULL,NULL
30309,1537,"Büyüksimsek, M",R-3412-2018,NULL,1,NULL,NULL,NULL,NULL
30310,1537,"Paydas, S",F-3132-2018,NULL,2,NULL,NULL,NULL,NULL
30311,1537,"Gumurdulu, D",CRV-6190-2022,NULL,3,NULL,NULL,NULL,NULL
30312,1537,"Mirili, C",V-4138-2018,NULL,4,NULL,NULL,NULL,NULL
30313,1537,"Ogul, A",AAO-7285-2021,NULL,5,NULL,NULL,NULL,NULL
30314,1537,"Yetisir, AE",GJN-8638-2022,NULL,6,NULL,NULL,NULL,NULL
30315,1537,"Tohumcuoglu, M",CDD-5338-2022,NULL,7,NULL,NULL,NULL,NULL
30316,1538,"Kutlu, HR",FHS-2197-2022,NULL,1,NULL,NULL,NULL,7.50
30317,1538,"Saber, SN",JED-1085-2023,NULL,2,NULL,NULL,NULL,NULL
30318,1538,"Kutay, H",J-4610-2018,NULL,3,NULL,NULL,NULL,2.18
30319,1538,"Celik, L",ERD-1870-2022,NULL,4,NULL,NULL,NULL,2.18
30320,1538,"Uzun, Y",JUM-4903-2023,NULL,5,NULL,NULL,NULL,NULL
