RID,CuAuthorID,ResearcherID,ResearcherIDTip,Oncelik,Tarandi,Dogrulandi,DogrulayanPersonelRol_Id,DogrulamaZamani
9321,398,ENZ-7975-2022,1,0,0,1,12212,2024-06-12 14:38:17.530
9322,2682,GHV-5297-2022,1,0,0,1,12212,2024-06-12 14:38:17.680
9323,2706,FYH-2397-2022,1,0,0,1,12212,2024-06-12 14:38:17.947
9324,2265,GIU-3318-2022,1,0,0,1,12212,2024-06-12 14:38:18.130
9325,485,GOQ-6099-2022,1,0,0,1,12212,2024-06-12 14:38:19.680
9326,1799,DFW-6858-2022,1,0,0,1,12212,2024-06-12 14:38:20.067
9327,1116,J-2833-2018,1,0,0,1,12212,2024-06-12 14:38:20.877
9328,1498,E-8812-2018,1,0,0,1,12212,2024-06-12 14:38:21.147
9329,2917,FDX-4919-2022,1,0,0,1,12212,2024-06-12 14:38:21.293
9330,2138,EKF-2648-2022,1,0,0,1,12212,2024-06-12 14:38:21.517
9331,1884,P-7091-2019,1,0,0,1,12212,2024-06-12 14:38:21.727
9332,2279,JVY-8831-2024,1,0,0,1,12212,2024-06-12 14:38:21.897
9333,1959,JWF-9031-2024,1,0,0,1,12212,2024-06-12 14:38:23.367
9334,85,CZI-3807-2022,1,0,0,1,12212,2024-06-12 14:38:23.747
9335,2355,EHA-4194-2022,1,0,0,1,12212,2024-06-12 14:38:24.013
9336,1788,JHD-6327-2023,1,0,0,1,12212,2024-06-12 14:38:25.893
9337,2033,INZ-9114-2023,1,0,0,1,12212,2024-06-12 14:38:26.650
9338,148,JHN-0545-2023,1,0,0,1,12212,2024-06-12 14:38:26.793
9339,1566,U-9743-2018,1,0,0,1,12212,2024-06-12 14:38:28.153
9340,709,IVD-0718-2023,1,0,0,1,12212,2024-06-12 14:38:28.340
9341,736,JKK-1069-2023,1,0,0,1,12212,2024-06-12 14:38:28.523
9342,3797,AAQ-3476-2021,1,0,0,1,12212,2024-06-12 14:38:28.707
9343,4216,CAV-0202-2022,1,0,0,1,12212,2024-06-12 14:38:28.817
9344,1381,KGP-0077-2024,1,0,0,1,12212,2024-06-12 14:38:29.047
9345,1299,CYC-8436-2022,1,0,0,1,12212,2024-06-12 14:38:30.117
9346,2869,JND-4334-2023,1,0,0,1,12212,2024-06-12 14:38:30.380
9347,1890,Q-6425-2019,1,0,0,1,12212,2024-06-12 14:38:30.613
9348,1474,CSW-5254-2022,1,0,0,1,12212,2024-06-12 14:38:30.717
9349,1599,JLD-5070-2023,1,0,0,1,12212,2024-06-12 14:38:31.180
9350,371,EKB-9570-2022,1,0,0,1,12212,2024-06-12 14:38:31.293
9351,1957,HWH-8334-2023,1,0,0,1,12212,2024-06-12 14:38:31.557
9352,2017,CMS-9684-2022,1,0,0,1,12212,2024-06-12 14:38:31.673
9353,1578,GDU-8802-2022,1,0,0,1,12212,2024-06-12 14:38:32.220
9354,111,CJJ-8921-2022,1,0,0,1,12212,2024-06-12 14:38:32.360
9355,2688,KAR-6772-2024,1,0,0,1,12212,2024-06-12 14:38:32.680
9356,537,JIV-0872-2023,1,0,0,1,12212,2024-06-12 14:38:32.913
9357,2067,JIX-0966-2023,1,0,0,1,12212,2024-06-12 14:38:33.020
9358,2184,JHM-6553-2023,1,0,0,1,12212,2024-06-12 14:38:33.203
9359,1756,FWG-1282-2022,1,0,0,1,12212,2024-06-12 14:38:33.347
9360,2406,EAW-6678-2022,1,0,0,1,12212,2024-06-12 14:38:33.447
9361,439,JRQ-6808-2023,1,0,0,1,12212,2024-06-12 14:38:33.587
9362,1708,DKD-8042-2022,1,0,0,1,12212,2024-06-12 14:38:34.610
9363,96,CER-4642-2022,1,0,0,1,12212,2024-06-12 14:38:35.280
9364,658,DLS-1135-2022,1,0,0,1,12212,2024-06-12 14:38:35.473
9365,670,JLJ-3055-2023,1,0,0,1,12212,2024-06-12 14:38:35.857
9366,2471,EAG-7787-2022,1,0,0,1,12212,2024-06-12 14:38:36.030
9367,493,EUV-6262-2022,1,0,0,1,12212,2024-06-12 14:38:36.280
9368,2853,FOF-2420-2022,1,0,0,1,12212,2024-06-12 14:38:36.550
9369,2995,ERQ-9733-2022,1,0,0,1,12212,2024-06-12 14:38:37.893
9370,1689,JJJ-7246-2023,1,0,0,1,12212,2024-06-12 14:38:38.277
9371,1509,GBU-5752-2022,1,0,0,1,12212,2024-06-12 14:38:38.933
9372,501,CBD-4204-2022,1,0,0,1,12212,2024-06-12 14:38:39.657
9373,1689,JLI-4791-2023,1,0,0,1,12212,2024-06-12 14:38:39.843
9374,876,CCD-3494-2022,1,0,0,1,12212,2024-06-12 14:38:40.513
9375,2996,DWV-7643-2022,1,0,0,1,12212,2024-06-12 14:38:40.633
9376,750,JLO-6677-2023,1,0,0,1,12212,2024-06-12 14:38:41.147
9377,2294,ABY-5757-2022,1,0,0,1,12212,2024-06-12 14:38:41.340
9378,1039,JME-8503-2023,1,0,0,1,12212,2024-06-12 14:38:42.363
9379,721,EPJ-0839-2022,1,0,0,1,12212,2024-06-12 14:38:42.747
9380,1709,FSK-0111-2022,1,0,0,1,12212,2024-06-12 14:38:42.930
9381,255,JJR-0018-2023,1,0,0,1,12212,2024-06-12 14:38:43.037
9382,2719,JAN-6082-2023,1,0,0,1,12212,2024-06-12 14:38:43.493
9383,1689,JIH-1446-2023,1,0,0,1,12212,2024-06-12 14:38:44.570
9384,1485,CZC-7106-2022,1,0,0,1,12212,2024-06-12 14:38:45.157
9385,4033,O-4833-2014,1,0,0,1,12212,2024-06-12 14:38:46.100
9386,1593,FWU-6568-2022,1,0,0,1,12212,2024-06-12 14:38:46.450
9387,1075,GPO-0306-2022,1,0,0,1,12212,2024-06-12 14:38:47.280
9388,2628,AAL-1923-2021,1,0,0,1,12212,2024-06-12 14:38:47.493
9389,444,CEJ-8226-2022,1,0,0,1,12212,2024-06-12 14:38:47.827
9390,2048,JIX-8989-2023,1,0,0,1,12212,2024-06-12 14:38:48.293
9391,2452,JGO-9666-2023,1,0,0,1,12212,2024-06-12 14:38:48.510
9392,1609,JXI-8482-2024,1,0,0,1,12212,2024-06-12 14:38:49.213
9393,2882,IQH-4014-2023,1,0,0,1,12212,2024-06-12 14:38:50.460
9394,847,JGY-1958-2023,1,0,0,1,12212,2024-06-12 14:38:50.640
9395,3974,GDB-9591-2022,1,0,0,1,12212,2024-06-12 14:38:51.047
9396,2768,GJL-4578-2022,1,0,0,1,12212,2024-06-12 14:38:51.383
9397,377,DYM-5201-2022,1,0,0,1,12212,2024-06-12 14:38:51.843
9398,941,JHF-3071-2023,1,0,0,1,12212,2024-06-12 14:38:52.210
9399,1689,JIW-7712-2023,1,0,0,1,12212,2024-06-12 14:38:52.380
9400,2246,DWC-4070-2022,1,0,0,1,12212,2024-06-12 14:38:52.487
9401,492,DPP-3416-2022,1,0,0,1,12212,2024-06-12 14:38:53.273
9402,736,JJL-4321-2023,1,0,0,1,12212,2024-06-12 14:38:53.707
9403,3541,K-4333-2018,1,0,0,1,12212,2024-06-12 14:38:54.260
9404,1685,ILJ-3147-2023,1,0,0,1,12212,2024-06-12 14:38:54.953
9405,1298,AAC-5688-2020,1,0,0,1,12212,2024-06-12 14:38:55.047
9406,160,EJL-1480-2022,1,0,0,1,12212,2024-06-12 14:38:55.397
9407,2159,EXA-3581-2022,1,0,0,1,12212,2024-06-12 14:38:55.903
9408,90,DXX-7098-2022,1,0,0,1,12212,2024-06-12 14:38:56.350
9409,2572,DYH-3979-2022,1,0,0,1,12212,2024-06-12 14:38:56.900
9410,793,EFD-8907-2022,1,0,0,1,12212,2024-06-12 14:38:57.627
9411,3695,ILG-1297-2023,1,0,0,1,12212,2024-06-12 14:38:57.733
9412,2672,KBV-3063-2024,1,0,0,1,12212,2024-06-12 14:38:57.870
9413,2619,JWJ-1185-2024,1,0,0,1,12212,2024-06-12 14:38:58.143
9414,158,HXR-4821-2023,1,0,0,1,12212,2024-06-12 14:38:58.513
9415,4120,GAJ-5994-2022,1,0,0,1,12212,2024-06-12 14:38:58.910
9416,1663,EJD-4048-2022,1,0,0,1,12212,2024-06-12 14:38:59.227
9417,2090,IQN-8449-2023,1,0,0,1,12212,2024-06-12 14:38:59.653
9418,1206,JHE-1038-2023,1,0,0,1,12212,2024-06-12 14:38:59.930
9419,1490,DYS-9527-2022,1,0,0,1,12212,2024-06-12 14:39:00.280
9420,23,DAF-3076-2022,1,0,0,1,12212,2024-06-12 14:39:00.540
9421,3501,CHQ-1932-2022,1,0,0,1,12212,2024-06-12 14:39:00.880
9422,2344,JIK-6878-2023,1,0,0,1,12212,2024-06-12 14:39:01.433
9423,2467,JIW-7648-2023,1,0,0,1,12212,2024-06-12 14:39:01.690
9424,1188,JKK-8375-2023,1,0,0,1,12212,2024-06-12 14:39:01.870
9425,1607,JWH-2553-2024,1,0,0,1,12212,2024-06-12 14:39:02.027
9426,1534,JIL-3911-2023,1,0,0,1,12212,2024-06-12 14:39:02.293
9427,3400,CZQ-6985-2022,1,0,0,1,12212,2024-06-12 14:39:02.827
9428,1444,KHE-0228-2024,1,0,0,1,12212,2024-06-12 14:39:03.080
9429,1414,JKS-7622-2023,1,0,0,1,12212,2024-06-12 14:39:03.577
9430,1383,JKS-9789-2023,1,0,0,1,12212,2024-06-12 14:39:03.677
9431,2704,JNH-0912-2023,1,0,0,1,12212,2024-06-12 14:39:04.627
9432,1135,ELH-4136-2022,1,0,0,1,12212,2024-06-12 14:39:04.947
9433,4007,EUZ-7574-2022,1,0,0,1,12212,2024-06-12 14:39:05.313
9434,3740,AAU-5512-2020,1,0,0,1,12212,2024-06-12 14:39:06.280
9435,3808,CIA-0065-2022,1,0,0,1,12212,2024-06-12 14:39:06.393
9436,2660,KLB-9433-2024,1,0,0,1,12212,2024-06-12 14:39:07.027
9437,1198,FTB-0203-2022,1,0,0,1,12212,2024-06-12 14:39:07.903
9438,224,E-7548-2017,1,0,0,1,12212,2024-06-12 14:39:08.607
9439,287,JJP-2536-2023,1,0,0,1,12212,2024-06-12 14:39:08.813
9440,1732,CWP-6002-2022,1,0,0,1,12212,2024-06-12 14:39:09.610
9441,619,JRV-1925-2023,1,0,0,1,12212,2024-06-12 14:39:10.367
9442,247,EHC-0465-2022,1,0,0,1,12212,2024-06-12 14:39:11.187
9443,310,CPA-9256-2022,1,0,0,1,12212,2024-06-12 14:39:11.327
9444,287,GGB-6727-2022,1,0,0,1,12212,2024-06-12 14:39:12.010
9445,2134,J-2121-2018,1,0,0,1,12212,2024-06-12 14:39:12.810
9446,606,JLR-2517-2023,1,0,0,1,12212,2024-06-12 14:39:13.207
9447,1689,JMZ-4797-2023,1,0,0,1,12212,2024-06-12 14:39:13.500
9448,1919,KBD-3240-2024,1,0,0,1,12212,2024-06-12 14:39:13.777
9449,1663,JKS-9049-2023,1,0,0,1,12212,2024-06-12 14:39:13.927
9450,148,JKB-2853-2023,1,0,0,1,12212,2024-06-12 14:39:14.313
9451,1749,JOQ-7563-2023,1,0,0,1,12212,2024-06-12 14:39:14.470
9452,1672,W-1254-2017,1,0,0,1,12212,2024-06-12 14:39:14.913
9453,800,IEE-6005-2023,1,0,0,1,12212,2024-06-12 14:39:15.293
9454,1718,IZR-5241-2023,1,0,0,1,12212,2024-06-12 14:39:15.700
9455,2439,P-9125-2015,1,0,0,1,12212,2024-06-12 14:39:15.880
9456,2439,JMN-2049-2023,1,0,0,1,12212,2024-06-12 14:39:16.327
9457,551,AAA-7623-2020,1,0,0,1,12212,2024-06-12 14:39:16.867
9458,348,KGM-1705-2024,1,0,0,1,12212,2024-06-12 14:39:17.137
9459,4167,ELO-9167-2022,1,0,0,1,12212,2024-06-12 14:39:17.683
9460,936,KBY-6884-2024,1,0,0,1,12212,2024-06-12 14:39:18.030
9461,788,ELV-6089-2022,1,0,0,1,12212,2024-06-12 14:39:18.593
9462,399,DJV-9452-2022,1,0,0,1,12212,2024-06-12 14:39:18.760
9463,452,CZA-5453-2022,1,0,0,1,12212,2024-06-12 14:39:18.947
9464,2485,ELB-8617-2022,1,0,0,1,12212,2024-06-12 14:39:19.160
9465,1370,JKA-9978-2023,1,0,0,1,12212,2024-06-12 14:39:19.280
9466,4177,ABB-7008-2020,1,0,0,1,12212,2024-06-12 14:39:20.460
9467,2937,FQW-6043-2022,1,0,0,1,12212,2024-06-12 14:39:21.707
9468,1414,JME-0135-2023,1,0,0,1,12212,2024-06-12 14:39:23.660
9469,981,JLC-3520-2023,1,0,0,1,12212,2024-06-12 14:39:23.813
9470,2970,JKC-8958-2023,1,0,0,1,12212,2024-06-12 14:39:23.993
9471,847,JLF-8877-2023,1,0,0,1,12212,2024-06-12 14:39:24.127
9472,749,DFT-2449-2022,1,0,0,1,12212,2024-06-12 14:39:24.270
9473,2016,ENB-9291-2022,1,0,0,1,12212,2024-06-12 14:39:25.860
9474,60,KAJ-8704-2024,1,0,0,1,12212,2024-06-12 14:39:26.247
9475,2344,JJU-0122-2023,1,0,0,1,12212,2024-06-12 14:39:26.700
9476,2488,CCY-3714-2022,1,0,0,1,12212,2024-06-12 14:39:27.143
9477,1420,ESO-4206-2022,1,0,0,1,12212,2024-06-12 14:39:27.293
9478,309,DLA-5826-2022,1,0,0,1,12212,2024-06-12 14:39:27.873
9479,1689,JJX-9251-2023,1,0,0,1,12212,2024-06-12 14:39:28.487
9480,1565,DLA-3537-2022,1,0,0,1,11388,2024-11-13 13:42:37.010
9481,316,DVK-9585-2022,1,0,0,1,12212,2024-06-12 14:39:29.360
9482,2289,CYD-4590-2022,1,0,0,1,12212,2024-06-12 14:39:29.737
9483,404,EHU-2018-2022,1,0,0,1,12212,2024-06-12 14:39:29.880
9484,606,JJY-4444-2023,1,0,0,1,12212,2024-06-12 14:39:30.013
9485,1686,P-4517-2015,1,0,0,1,12212,2024-06-12 14:39:30.203
9486,3830,EAD-7128-2022,1,0,0,1,12212,2024-06-12 14:39:30.343
9487,1253,JKC-8363-2023,1,0,0,1,12212,2024-06-12 14:39:30.747
9488,351,JJB-9480-2023,1,0,0,1,12212,2024-06-12 14:39:30.857
9489,2195,HXC-4815-2023,1,0,0,1,12212,2024-06-12 14:39:30.947
9490,1611,EJB-0254-2022,1,0,0,1,12212,2024-06-12 14:39:31.513
9491,1374,C-3518-2018,1,0,0,1,12212,2024-06-12 14:39:31.613
9492,1553,JJL-3076-2023,1,0,0,1,12212,2024-06-12 14:39:31.880
9493,1776,EWD-5754-2022,1,0,0,1,12212,2024-06-12 14:39:32.030
9494,1689,JHM-4827-2023,1,0,0,1,12212,2024-06-12 14:39:32.737
9495,3799,CAS-5605-2022,1,0,0,1,12212,2024-06-12 14:39:33.183
9496,877,FWM-1718-2022,1,0,0,1,12212,2024-06-12 14:39:33.373
9497,2372,CXD-4156-2022,1,0,0,1,12212,2024-06-12 14:39:33.557
9498,3822,ELV-7377-2022,1,0,0,1,12212,2024-06-12 14:39:33.777
9499,3844,IZT-5459-2023,1,0,0,1,12212,2024-06-12 14:39:33.913
9500,745,AGO-3358-2022,1,0,0,1,12212,2024-06-12 14:39:34.240
9501,2039,JIK-8998-2023,1,0,0,1,12212,2024-06-12 14:39:34.627
9502,979,JLK-4706-2023,1,0,0,1,12212,2024-06-12 14:39:35.213
9503,982,JHB-8222-2023,1,0,0,1,12212,2024-06-12 14:39:35.317
9504,2344,JHJ-2781-2023,1,0,0,1,12212,2024-06-12 14:39:35.977
9505,1790,EYW-8716-2022,1,0,0,1,12212,2024-06-12 14:39:36.280
9506,2139,JMH-8939-2023,1,0,0,1,12212,2024-06-12 14:39:36.927
9507,4203,FVB-9281-2022,1,0,0,1,12212,2024-06-12 14:39:37.513
9508,96,JGO-8169-2023,1,0,0,1,12212,2024-06-12 14:39:37.627
9509,1030,JKN-9351-2023,1,0,0,1,12212,2024-06-12 14:39:37.880
9510,4269,EKY-7417-2022,1,0,0,1,12212,2024-06-12 14:39:38.153
9511,2604,FEQ-4201-2022,1,0,0,1,12212,2024-06-12 14:39:38.297
9512,3669,CQH-6845-2022,1,0,0,1,12212,2024-06-12 14:39:38.517
9513,2318,CND-0006-2022,1,0,0,1,12212,2024-06-12 14:39:38.740
9514,2689,EJD-0787-2022,1,0,0,1,12212,2024-06-12 14:39:38.927
9515,1877,HHQ-6774-2022,1,0,0,1,12212,2024-06-12 14:39:39.410
9516,1152,GDQ-9193-2022,1,0,0,1,12212,2024-06-12 14:39:39.547
9517,3653,GXI-2675-2022,1,0,0,1,12212,2024-06-12 14:39:39.660
9518,2228,JYQ-4070-2024,1,0,0,1,12212,2024-06-12 14:39:39.777
9519,2452,JJT-5203-2023,1,0,0,1,12212,2024-06-12 14:39:39.940
9520,1359,JIS-2272-2023,1,0,0,1,12212,2024-06-12 14:39:40.047
9521,1414,JIE-8435-2023,1,0,0,1,12212,2024-06-12 14:39:40.147
9522,99,DBE-4340-2022,1,0,0,1,12212,2024-06-12 14:39:40.513
9523,976,CNQ-8129-2022,1,0,0,1,12212,2024-06-12 14:39:40.810
9524,794,CDZ-8207-2022,1,0,0,1,12212,2024-06-12 14:39:41.113
9525,982,IEJ-0395-2023,1,0,0,1,12212,2024-06-12 14:39:41.533
9526,1935,JJB-1989-2023,1,0,0,1,12212,2024-06-12 14:39:41.870
9527,2199,JDB-9533-2023,1,0,0,1,12212,2024-06-12 14:39:42.060
9528,1039,EXS-2415-2022,1,0,0,1,12212,2024-06-12 14:39:42.470
9529,1064,CBM-2174-2022,1,0,0,1,12212,2024-06-12 14:39:43.413
9530,164,CHG-9712-2022,1,0,0,1,12212,2024-06-12 14:39:43.690
9531,196,EBF-8095-2022,1,0,0,1,12212,2024-06-12 14:39:43.913
9532,305,CKY-8963-2022,1,0,0,1,12212,2024-06-12 14:39:44.560
9533,1652,CQB-1845-2022,1,0,0,1,12212,2024-06-12 14:39:44.873
9534,455,JMU-1650-2023,1,0,0,1,12212,2024-06-12 14:39:45.013
9535,2970,CJO-0451-2022,1,0,0,1,12212,2024-06-12 14:39:45.127
9536,128,ENE-9366-2022,1,0,0,1,12212,2024-06-12 14:39:46.047
9537,69,CZM-6158-2022,1,0,0,1,12212,2024-06-12 14:39:47.077
9538,1570,DRE-7289-2022,1,0,0,1,12212,2024-06-12 14:39:47.260
9539,1101,HOC-8276-2023,1,0,0,1,12212,2024-06-12 14:39:47.370
9540,1876,JHG-3690-2023,1,0,0,1,12212,2024-06-12 14:39:47.847
9541,2243,JKK-1879-2023,1,0,0,1,12212,2024-06-12 14:39:48.113
9542,1755,AAN-8847-2021,1,0,0,1,12212,2024-06-12 14:39:48.353
9543,1300,IIZ-1736-2023,1,0,0,1,12212,2024-06-12 14:39:50.293
9544,2619,JWG-8651-2024,1,0,0,1,12212,2024-06-12 14:39:50.567
9545,1070,JGV-7511-2023,1,0,0,1,12212,2024-06-12 14:39:51.123
9546,1888,J-2607-2018,1,0,0,1,11567,2024-11-14 14:31:10.343
9547,2448,JGU-3372-2023,1,0,0,1,12212,2024-06-12 14:39:52.030
9548,2671,DJW-0294-2022,1,0,0,1,12212,2024-06-12 14:39:53.263
9549,3291,AAJ-3305-2021,1,0,0,1,12212,2024-06-12 14:39:53.773
9550,2392,ECA-4535-2022,1,0,0,1,12212,2024-06-12 14:39:54.043
9551,1935,JJY-4951-2023,1,0,0,1,12212,2024-06-12 14:39:54.607
9552,3669,JIT-7121-2023,1,0,0,1,12212,2024-06-12 14:39:54.870
9553,1776,JRC-3326-2023,1,0,0,1,12212,2024-06-12 14:39:55.047
9554,2029,FSJ-7898-2022,1,0,0,1,12212,2024-06-12 14:39:55.200
9555,30,CHL-7402-2022,1,0,0,1,12212,2024-06-12 14:39:55.350
9556,1168,IVO-7833-2023,1,0,0,1,12212,2024-06-12 14:39:55.580
9557,455,EJU-1169-2022,1,0,0,1,12212,2024-06-12 14:39:56.067
9558,551,KHP-7787-2024,1,0,0,1,12212,2024-06-12 14:39:56.617
9559,3696,EKI-9946-2022,1,0,0,1,12212,2024-06-12 14:39:57.143
9560,4084,KFL-2270-2024,1,0,0,1,12212,2024-06-12 14:39:57.317
9561,1258,FTT-2279-2022,1,0,0,1,12212,2024-06-12 14:39:58.247
9562,975,DYC-9886-2022,1,0,0,1,12212,2024-06-12 14:39:58.880
9563,1613,HSV-2377-2023,1,0,0,1,12212,2024-06-12 14:39:59.040
9564,1230,GGO-6822-2022,1,0,0,1,12212,2024-06-12 14:39:59.260
9565,878,ABH-8615-2022,1,0,0,1,12212,2024-06-12 14:39:59.370
9566,2389,JHJ-9708-2023,1,0,0,0,NULL,2024-10-14 14:39:16.153
9567,3648,CJI-6896-2022,1,0,0,1,12212,2024-06-12 14:40:00.423
9568,1206,EYH-6115-2022,1,0,0,1,12212,2024-06-12 14:40:00.647
9569,2569,AAP-1524-2020,1,0,0,1,12212,2024-06-12 14:40:00.790
9570,1142,EMT-3268-2022,1,0,0,1,12212,2024-06-12 14:40:01.063
9571,736,EWU-0035-2022,1,0,0,1,12212,2024-06-12 14:40:01.223
9572,2593,CDD-4190-2022,1,0,0,1,12212,2024-06-12 14:40:01.767
9573,297,FQY-8031-2022,1,0,0,1,12212,2024-06-12 14:40:01.993
9574,2315,DYC-5890-2022,1,0,0,1,12212,2024-06-12 14:40:02.747
9575,1359,FGV-8204-2022,1,0,0,1,12212,2024-06-12 14:40:02.857
9576,1605,FDV-4915-2022,1,0,0,1,12212,2024-06-12 14:40:03.410
9577,75,JGP-8385-2023,1,0,0,1,12212,2024-06-12 14:40:04.233
9578,1582,DVG-8191-2022,1,0,0,1,12212,2024-06-12 14:40:04.620
9579,3871,EHK-1121-2022,1,0,0,1,12212,2024-06-12 14:40:04.760
9580,4071,GKB-8379-2022,1,0,0,1,12212,2024-06-12 14:40:05.630
9581,619,JHJ-2693-2023,1,0,0,1,12212,2024-06-12 14:40:05.740
9582,2675,GJR-6195-2022,1,0,0,1,12212,2024-06-12 14:40:05.960
9583,1401,JGW-4131-2023,1,0,0,1,12212,2024-06-12 14:40:06.070
9584,1251,ETN-9449-2022,1,0,0,1,12212,2024-06-12 14:40:06.293
9585,539,CXP-2843-2022,1,0,0,1,12212,2024-06-12 14:40:06.647
9586,64,ETT-2458-2022,1,0,0,1,12212,2024-06-12 14:40:06.830
9587,193,FJI-5004-2022,1,0,0,1,12212,2024-06-12 14:40:07.027
9588,1123,FCM-4441-2022,1,0,0,1,12212,2024-06-12 14:40:08.180
9589,306,HKP-8052-2023,1,0,0,1,12212,2024-06-12 14:40:08.403
9590,2560,M-9742-2013,1,0,0,1,12212,2024-06-12 14:40:08.650
9591,3870,GDU-9043-2022,1,0,0,1,12212,2024-06-12 14:40:08.957
9592,63,DRE-4723-2022,1,0,0,1,12212,2024-06-12 14:40:09.187
9593,651,JWE-2550-2024,1,0,0,1,12212,2024-06-12 14:40:09.893
9594,1526,FLD-9002-2022,1,0,0,1,12212,2024-06-12 14:40:09.993
9595,2930,JKL-4262-2023,1,0,0,1,12212,2024-06-12 14:40:10.847
9596,3854,CDD-7692-2022,1,0,0,1,12212,2024-06-12 14:40:12.250
9597,2159,JMP-0909-2023,1,0,0,1,12212,2024-06-12 14:40:12.560
9598,2540,JJO-2131-2023,1,0,0,1,12212,2024-06-12 14:40:12.957
9599,1414,JJP-1295-2023,1,0,0,1,12212,2024-06-12 14:40:13.047
9600,563,JRP-6125-2023,1,0,0,1,12212,2024-06-12 14:40:13.280
9601,1362,EPC-5383-2022,1,0,0,1,12212,2024-06-12 14:40:14.203
9602,91,DJZ-3654-2022,1,0,0,1,12212,2024-06-12 14:40:14.347
9603,3771,DQR-0634-2022,1,0,0,1,12212,2024-06-12 14:40:14.497
9604,4176,CDP-1435-2022,1,0,0,1,12212,2024-06-12 14:40:15.893
9605,1628,GLC-8208-2022,1,0,0,1,12212,2024-06-12 14:40:17.030
9606,2754,CSC-6337-2022,1,0,0,1,12212,2024-06-12 14:40:17.230
9607,3358,G-4947-2019,1,0,0,1,12212,2024-06-12 14:40:18.147
9608,606,CKG-0755-2022,1,0,0,1,12212,2024-06-12 14:40:18.327
9609,905,EAX-4599-2022,1,0,0,1,12212,2024-06-12 14:40:18.480
9610,2857,IHV-3325-2023,1,0,0,1,12212,2024-06-12 14:40:18.840
9611,1829,JIZ-3398-2023,1,0,0,1,12212,2024-06-12 14:40:19.360
9612,813,DQG-3436-2022,1,0,0,1,12212,2024-06-12 14:40:19.577
9613,702,JXJ-2433-2024,1,0,0,1,12212,2024-06-12 14:40:20.070
9614,3729,GKG-1521-2022,1,0,0,1,12212,2024-06-12 14:40:20.417
9615,3355,CEY-1429-2022,1,0,0,1,12212,2024-06-12 14:40:20.630
9616,1469,EOH-9746-2022,1,0,0,1,12212,2024-06-12 14:40:20.817
9617,1436,CEA-8449-2022,1,0,0,1,12212,2024-06-12 14:40:21.107
9618,2805,IHM-3248-2023,1,0,0,1,12212,2024-06-12 14:40:21.293
9619,1483,JHW-2189-2023,1,0,0,1,12212,2024-06-12 14:40:21.413
9620,2789,ERM-6001-2022,1,0,0,1,12212,2024-06-12 14:40:21.980
9621,847,JJP-0593-2023,1,0,0,1,12212,2024-06-12 14:40:22.330
9622,3503,EBQ-0161-2022,1,0,0,1,12212,2024-06-12 14:40:22.487
9623,2945,JHE-3479-2023,1,0,0,1,12212,2024-06-12 14:40:22.700
9624,4130,CMB-9327-2022,1,0,0,1,12212,2024-06-12 14:40:23.260
9625,2949,CTA-1477-2022,1,0,0,1,12212,2024-06-12 14:40:23.373
9626,1663,JRH-1513-2023,1,0,0,1,12212,2024-06-12 14:40:23.550
9627,1579,JSK-6611-2023,1,0,0,1,12212,2024-06-12 14:40:23.743
9628,2646,AAE-1286-2020,1,0,0,1,12212,2024-06-12 14:40:24.123
9629,1175,JSK-7556-2023,1,0,0,1,12212,2024-06-12 14:40:25.977
9630,4153,CYV-2034-2022,1,0,0,1,12212,2024-06-12 14:40:26.310
9631,1867,FQY-1792-2022,1,0,0,1,12212,2024-06-12 14:40:26.650
9632,3691,FBB-1710-2022,1,0,0,1,12212,2024-06-12 14:40:26.960
9633,4166,CHX-4822-2022,1,0,0,1,12212,2024-06-12 14:40:27.077
9634,322,JHW-0936-2023,1,0,0,1,12212,2024-06-12 14:40:27.267
9635,2362,EKD-7695-2022,1,0,0,1,12725,2024-11-11 22:25:39.357
9636,1513,EJG-1986-2022,1,0,0,1,12212,2024-06-12 14:40:27.520
9637,2913,JLA-6140-2023,1,0,0,1,12170,2024-10-08 16:22:07.843
9638,2019,CPY-1941-2022,1,0,0,1,12212,2024-06-12 14:40:29.147
9639,1498,FDX-6819-2022,1,0,0,1,12212,2024-06-12 14:40:29.380
9640,2844,FPJ-8563-2022,1,0,0,1,12212,2024-06-12 14:40:30.140
9641,2945,HFN-6719-2022,1,0,0,1,12212,2024-06-12 14:40:30.767
9642,2427,EMP-4106-2022,1,0,0,1,12212,2024-06-12 14:40:31.070
9643,2388,DJM-7932-2022,1,0,0,1,12212,2024-06-12 14:40:31.413
9644,2139,JQA-8235-2023,1,0,0,1,12212,2024-06-12 14:40:31.557
9645,2695,JKZ-9410-2023,1,0,0,1,12212,2024-06-12 14:40:31.710
9646,3181,AAV-7943-2021,1,0,0,1,12212,2024-06-12 14:40:31.810
9647,1812,CFV-0619-2022,1,0,0,1,12212,2024-06-12 14:40:31.913
9648,2354,AAH-9608-2020,1,0,0,1,12212,2024-06-12 14:40:32.260
9649,2601,JOX-7221-2023,1,0,0,0,NULL,2024-10-08 11:10:52.283
9650,2458,HJK-2813-2023,1,0,0,1,12212,2024-06-12 14:40:33.180
9651,111,JHB-5966-2023,1,0,0,1,12212,2024-06-12 14:40:33.927
9652,3547,CAU-8837-2022,1,0,0,1,12212,2024-06-12 14:40:34.330
9653,2601,JGQ-9764-2023,1,0,0,0,NULL,2024-10-08 11:10:52.283
