RID,CuAuthorID,ResearcherID,ResearcherIDTip,Oncelik,Tarandi,Dogrulandi,DogrulayanPersonelRol_Id,DogrulamaZamani
1,1,J-6676-2018,1,1,NULL,NULL,NULL,NULL
2,1,0000-0001-7806-3317,2,1,NULL,NULL,NULL,NULL
3,2,CZH-8124-2022,1,1,NULL,1,12212,2024-05-19 15:00:35.960
4,2,0000-0002-6922-5457,2,1,NULL,1,10493,2024-10-10 09:41:21.797
7,4,0000-0002-2026-1713,2,1,NULL,NULL,NULL,NULL
8,4,56963662400,4,1,NULL,NULL,NULL,NULL
9,5,T-2210-2018,1,1,NULL,NULL,NULL,NULL
10,5,0000-0002-1650-5957,2,1,NULL,NULL,NULL,NULL
11,5,L1Hj-NoAAAAJ,3,1,NULL,NULL,NULL,NULL
12,5,4347163,4,1,NULL,NULL,NULL,NULL
13,7,AAL-3686-2020,1,1,NULL,NULL,NULL,NULL
14,7,0000-0002-0971-3379,2,1,NULL,NULL,NULL,NULL
15,8,GBR-2934-2022,1,1,NULL,NULL,NULL,NULL
17,9,0000-0001-9132-0349,2,1,NULL,NULL,NULL,NULL
18,10,AAB-6045-2021,1,1,NULL,NULL,NULL,NULL
19,10,0000-0001-9903-6246,2,1,NULL,NULL,NULL,NULL
21,11,0000-0003-1490-8725,2,1,NULL,NULL,NULL,NULL
22,12,0000-0003-2050-2158,2,1,NULL,NULL,NULL,NULL
23,13,G-1042-2018,1,1,NULL,NULL,NULL,NULL
24,13,0000-0002-3805-7817,2,1,NULL,NULL,NULL,NULL
25,14,CEC-6818-2022,1,1,NULL,NULL,NULL,NULL
26,15,K-2103-2018,1,1,NULL,NULL,NULL,NULL
27,15,0000-0001-9383-4191,2,1,NULL,NULL,NULL,NULL
28,17,0000-0002-8082-9577,2,1,NULL,NULL,NULL,NULL
29,18,CLO-0122-2022,1,1,NULL,NULL,NULL,NULL
30,19,E-8696-2018,1,1,NULL,1,12212,2024-05-28 13:23:32.617
31,19,0000-0002-2644-5628,2,1,NULL,1,10499,2024-10-23 08:15:17.283
33,20,0000-0002-9750-7531,2,1,NULL,NULL,NULL,NULL
34,20,4xI-lsYAAAAJ,3,1,NULL,NULL,NULL,NULL
35,20,55940729500,4,1,NULL,NULL,NULL,NULL
36,21,V-1265-2018,1,1,NULL,NULL,NULL,NULL
37,21,CMZ-8086-2022,1,2,NULL,NULL,NULL,NULL
38,21,0000-0003-2381-3066,2,1,NULL,NULL,NULL,NULL
39,21,56557094500,4,1,NULL,NULL,NULL,NULL
40,22,V-4242-2018,1,1,NULL,NULL,NULL,NULL
41,22,0000-0003-2676-5346,2,1,NULL,NULL,NULL,NULL
42,23,JHX-7036-2023,1,1,NULL,NULL,NULL,NULL
43,23,0000-0003-2095-9449,2,1,NULL,NULL,NULL,NULL
44,24,Q-2765-2016,1,1,NULL,1,10503,2024-10-31 18:27:06.807
45,24,0000-0002-7807-526X,2,1,NULL,1,10503,2024-10-31 18:27:06.807
46,24,3foH_VUAAAAJ,3,1,NULL,1,10503,2024-10-31 18:27:06.807
47,24,35179420700,4,1,NULL,1,10503,2024-10-31 18:27:06.807
48,25,D-7858-2018,1,1,NULL,NULL,NULL,NULL
49,25,0000-0002-1973-5977,2,1,NULL,NULL,NULL,NULL
51,26,0000-0002-7728-1811,2,1,NULL,NULL,NULL,NULL
52,27,ITD-7475-2023,1,1,NULL,NULL,NULL,NULL
53,27,0000-0001-7808-5145,2,1,NULL,NULL,NULL,NULL
54,28,E-9393-2018,1,1,NULL,NULL,NULL,NULL
55,28,0000-0002-7269-6719,2,1,NULL,NULL,NULL,NULL
56,29,G-5605-2018,1,1,NULL,NULL,NULL,NULL
57,29,0000-0003-3415-8159,2,1,NULL,NULL,NULL,NULL
58,29,aFFzmGYAAAAJ,3,1,NULL,NULL,NULL,NULL
59,29,25926993300,4,1,NULL,NULL,NULL,NULL
61,30,0000-0002-2204-9820,2,1,NULL,NULL,NULL,NULL
62,31,E-5071-2018,1,1,NULL,NULL,NULL,NULL
63,31,C-1824-2016,1,2,NULL,NULL,NULL,NULL
64,31,0000-0002-9485-3295,2,1,NULL,NULL,NULL,NULL
65,32,I-7632-2019,1,1,NULL,1,10510,2024-10-08 09:42:24.963
66,32,0000-0002-3245-7975,2,1,NULL,1,10510,2024-10-08 09:42:24.947
67,33,K-5334-2018,1,1,NULL,NULL,NULL,NULL
68,33,0000-0002-8685-1265,2,1,NULL,NULL,NULL,NULL
69,34,G-3633-2018,1,1,NULL,1,12212,2024-06-06 16:09:42.250
70,34,7005565613,4,1,NULL,NULL,NULL,NULL
71,35,I-9712-2018,1,1,NULL,NULL,NULL,NULL
72,35,0000-0002-4158-1038,2,1,NULL,NULL,NULL,NULL
74,35,35301078900,4,1,NULL,NULL,NULL,NULL
75,36,IIX-1586-2023,1,1,NULL,NULL,NULL,NULL
76,37,EQX-8030-2022,1,1,NULL,NULL,NULL,NULL
77,37,55908399300,4,1,NULL,NULL,NULL,NULL
79,38,0000-0002-4732-5975,2,1,NULL,1,10516,2024-11-11 17:44:38.050
80,38,6701388720,4,1,NULL,1,10516,2024-11-11 17:44:38.050
81,39,I-9666-2018,1,1,NULL,1,10517,2024-11-06 13:35:20.687
82,40,0000-0002-8415-5071,2,1,NULL,NULL,NULL,NULL
83,41,G-4658-2018,1,1,NULL,NULL,NULL,NULL
84,41,0000-0002-8860-7039,2,1,NULL,NULL,NULL,NULL
85,1645,G-5163-2018,1,1,NULL,NULL,NULL,NULL
86,1645,HNR-0164-2023,1,2,NULL,NULL,NULL,NULL
87,1645,0000-0003-2619-3317,2,1,NULL,NULL,NULL,NULL
88,43,H-1949-2018,1,1,NULL,NULL,NULL,NULL
89,43,0000-0002-1548-2386,2,1,NULL,NULL,NULL,NULL
90,44,EJR-0804-2022,1,1,NULL,NULL,NULL,NULL
91,45,B-8835-2018,1,1,NULL,NULL,NULL,NULL
92,45,T-6629-2019,1,2,NULL,NULL,NULL,NULL
93,45,0000-0003-3840-3107,2,1,NULL,NULL,NULL,NULL
94,45,57190946740,4,1,NULL,NULL,NULL,NULL
95,46,D-7862-2018,1,1,NULL,NULL,NULL,NULL
96,46,0000-0002-5457-8372,2,1,NULL,NULL,NULL,NULL
97,48,I-9949-2018,1,1,NULL,NULL,NULL,NULL
98,48,0000-0003-4226-9246,2,1,NULL,NULL,NULL,NULL
99,48,FSzKH8kAAAAJ,3,1,NULL,NULL,NULL,NULL
100,50,E-7798-2018,1,1,NULL,1,10524,2024-10-08 14:38:50.340
101,50,0000-0002-9990-4194,2,1,NULL,1,10524,2024-10-08 14:38:50.357
102,50,ZIGMdUQAAAAJ,3,1,NULL,1,10524,2024-10-08 14:38:50.340
103,50,24480376400,4,1,NULL,1,10524,2024-10-08 14:38:50.340
104,51,F-1542-2018,1,1,NULL,NULL,NULL,NULL
105,51,0000-0002-0738-9325,2,1,NULL,NULL,NULL,NULL
107,53,0000-0001-6040-0362,2,1,NULL,NULL,NULL,NULL
110,54,0000-0002-9495-5101,2,1,NULL,1,10527,2025-06-19 09:00:41.007
111,54,8P7sBqYAAAAJ,3,1,NULL,1,10527,2025-06-19 09:00:41.007
112,55,DXJ-5907-2022,1,1,NULL,NULL,NULL,NULL
113,55,0000-0002-6416-6603,2,1,NULL,NULL,NULL,NULL
114,57,U-9647-2018,1,1,NULL,1,12434,2024-10-09 13:08:36.687
115,57,0000-0002-9475-4035,2,1,NULL,1,12434,2024-10-09 13:08:36.687
117,58,0000-0003-2585-3686,2,1,NULL,NULL,NULL,NULL
118,59,S-3641-2017,1,1,NULL,NULL,NULL,NULL
119,59,0000-0002-8467-0743,2,1,NULL,NULL,NULL,NULL
120,60,B-5609-2013,1,1,NULL,NULL,NULL,NULL
121,62,AFB-2091-2022,1,1,NULL,NULL,NULL,NULL
122,62,0000-0003-1084-4189,2,1,NULL,NULL,NULL,NULL
123,63,0000-0003-4310-2747,2,1,NULL,NULL,NULL,NULL
124,64,J-8058-2018,1,1,NULL,NULL,NULL,NULL
125,64,0000-0002-4901-7554,2,1,NULL,NULL,NULL,NULL
127,66,0000-0001-7146-0205,2,1,NULL,NULL,NULL,NULL
128,68,0000-0003-3218-8258,2,1,NULL,NULL,NULL,NULL
130,69,0000-0002-9810-2640,2,1,NULL,NULL,NULL,NULL
131,69,6603398241,4,1,NULL,NULL,NULL,NULL
132,73,U-6305-2018,1,1,NULL,NULL,NULL,NULL
133,73,0000-0001-7152-9807,2,1,NULL,NULL,NULL,NULL
134,73,vPsPFhUAAAAJ,3,1,NULL,NULL,NULL,NULL
135,74,B-2612-2015,1,1,NULL,NULL,NULL,NULL
136,74,0000-0001-6978-7524,2,1,NULL,NULL,NULL,NULL
137,74,6602566178,4,1,NULL,NULL,NULL,NULL
138,75,K-3055-2018,1,1,NULL,NULL,NULL,NULL
139,75,0000-0002-3919-002X,2,1,NULL,NULL,NULL,NULL
140,77,ESE-6927-2022,1,1,NULL,NULL,NULL,NULL
141,77,0000-0003-0215-0486,2,1,NULL,NULL,NULL,NULL
142,78,G-6298-2018,1,1,NULL,NULL,NULL,NULL
143,78,0000-0002-2168-6481,2,1,NULL,NULL,NULL,NULL
144,79,J-8056-2018,1,1,NULL,NULL,NULL,NULL
145,79,0000-0001-9888-1755,2,1,NULL,NULL,NULL,NULL
146,79,36997479200,4,1,NULL,NULL,NULL,NULL
147,81,G-6836-2018,1,1,NULL,NULL,NULL,NULL
148,81,0000-0002-7997-6377,2,1,NULL,NULL,NULL,NULL
149,84,0000-0001-5543-2343,2,1,NULL,1,10541,2024-11-07 10:55:27.293
150,85,0000-0002-7047-6368,2,1,NULL,NULL,NULL,NULL
151,86,CEY-9406-2022,1,1,NULL,NULL,NULL,NULL
152,86,0000-0003-2557-5567,2,1,NULL,NULL,NULL,NULL
153,87,0000-0003-4444-4802,2,1,NULL,NULL,NULL,NULL
154,88,J-3832-2018,1,1,NULL,NULL,NULL,NULL
155,90,F-3833-2018,1,1,NULL,NULL,NULL,NULL
156,90,0000-0001-9958-9668,2,1,NULL,NULL,NULL,NULL
157,91,0000-0003-0212-4288,2,1,NULL,NULL,NULL,NULL
158,92,H-2940-2018,1,1,NULL,NULL,NULL,NULL
159,92,0000-0002-7808-1619,2,1,NULL,NULL,NULL,NULL
160,93,E-9616-2018,1,1,NULL,NULL,NULL,NULL
161,93,0000-0002-1907-8735,2,1,NULL,NULL,NULL,NULL
162,93,56320588400,4,1,NULL,NULL,NULL,NULL
163,95,K-3664-2018,1,1,NULL,1,10549,2024-11-13 12:07:32.383
164,95,0000-0003-3932-6414,2,1,NULL,1,10549,2024-11-13 12:07:32.370
165,96,JGO-9857-2023,1,1,NULL,NULL,NULL,NULL
166,98,0000-0002-2532-4808,2,1,NULL,NULL,NULL,NULL
168,101,0000-0003-1702-7958,2,1,NULL,NULL,NULL,NULL
169,101,_B1Q1XwAAAAJ,3,1,NULL,NULL,NULL,NULL
170,101,56485581400,4,1,NULL,NULL,NULL,NULL
171,102,G-6754-2018,1,1,NULL,NULL,NULL,NULL
172,102,0000-0001-8292-2073,2,1,NULL,NULL,NULL,NULL
173,104,E-5678-2018,1,1,NULL,NULL,NULL,NULL
174,104,0000-0001-7966-1482,2,1,NULL,NULL,NULL,NULL
175,105,J-9702-2018,1,1,NULL,NULL,NULL,NULL
176,105,0000-0003-2965-8773,2,1,NULL,NULL,NULL,NULL
178,106,0000-0001-5429-7709,2,1,NULL,NULL,NULL,NULL
180,106,14034525000,4,1,NULL,NULL,NULL,NULL
181,107,C-1407-2018,1,1,NULL,NULL,NULL,NULL
182,107,0000-0003-1037-317X,2,1,NULL,NULL,NULL,NULL
183,107,13604852100,4,1,NULL,NULL,NULL,NULL
184,108,G-7060-2018,1,1,NULL,NULL,NULL,NULL
185,108,0000-0002-3347-9965,2,1,NULL,NULL,NULL,NULL
186,110,AAJ-7430-2020,1,1,NULL,NULL,NULL,NULL
187,110,0000-0002-0976-159X,2,1,NULL,NULL,NULL,NULL
188,111,E-7979-2018,1,1,NULL,NULL,NULL,NULL
189,111,0000-0003-2760-3496,2,1,NULL,NULL,NULL,NULL
190,111,8401109500,4,1,NULL,NULL,NULL,NULL
191,112,J-3953-2018,1,1,NULL,NULL,NULL,NULL
192,112,0000-0002-6475-1087,2,1,NULL,NULL,NULL,NULL
193,113,E-9023-2019,1,1,NULL,NULL,NULL,NULL
194,113,0000-0001-9217-6801,2,1,NULL,NULL,NULL,NULL
195,114,J-9649-2018,1,1,NULL,NULL,NULL,NULL
196,115,0000-0003-1404-7283,2,1,NULL,NULL,NULL,NULL
197,117,U-3741-2018,1,1,NULL,NULL,NULL,NULL
198,117,0000-0002-2529-4995,2,1,NULL,NULL,NULL,NULL
200,118,0000-0002-1160-5617,2,1,NULL,NULL,NULL,NULL
201,119,G-3421-2018,1,1,NULL,NULL,NULL,NULL
202,119,0000-0003-4691-832X,2,1,NULL,NULL,NULL,NULL
203,120,F-7592-2018,1,1,NULL,NULL,NULL,NULL
204,120,0000-0003-3665-2775,2,1,NULL,NULL,NULL,NULL
205,122,0000-0002-3570-875X,2,1,NULL,NULL,NULL,NULL
206,123,S-4437-2018,1,1,NULL,NULL,NULL,NULL
207,123,0000-0002-1717-8214,2,1,NULL,NULL,NULL,NULL
208,123,KDS3N7EAAAAJ,3,1,NULL,NULL,NULL,NULL
209,124,0000-0003-4266-7957,2,1,NULL,NULL,NULL,NULL
211,127,0000-0002-6920-2300,2,1,NULL,NULL,NULL,NULL
212,129,K-3503-2018,1,1,NULL,NULL,NULL,NULL
213,129,0000-0001-5215-451X,2,1,NULL,NULL,NULL,NULL
214,130,E-5616-2018,1,1,NULL,NULL,NULL,NULL
215,130,0000-0002-3081-1467,2,1,NULL,NULL,NULL,NULL
216,131,G-7733-2018,1,1,NULL,NULL,NULL,NULL
217,131,0000-0003-3903-5860,2,1,NULL,NULL,NULL,NULL
219,132,0000-0003-3175-6567,2,1,NULL,1,10573,2024-10-09 13:32:53.920
220,132,dTDRJ4gAAAAJ,3,1,NULL,1,10573,2024-10-09 13:32:53.920
221,132,6602277359,4,1,NULL,1,10573,2024-10-09 13:32:53.920
222,133,J-1936-2018,1,1,NULL,1,12486,2024-10-12 02:02:28.920
223,133,0000-0001-7879-6035,2,1,NULL,1,12486,2024-10-12 02:02:28.920
224,134,E-5708-2018,1,1,NULL,1,10574,2024-10-09 10:28:31.557
225,134,0000-0001-9280-6594,2,1,NULL,1,10574,2024-10-09 10:28:31.557
226,135,G-4563-2018,1,1,NULL,NULL,NULL,NULL
227,135,0000-0001-7724-2188,2,1,NULL,NULL,NULL,NULL
228,136,F-8254-2018,1,1,NULL,NULL,NULL,NULL
229,136,0000-0002-6786-3842,2,1,NULL,NULL,NULL,NULL
230,137,CYZ-2704-2022,1,1,NULL,NULL,NULL,NULL
231,138,B-8664-2018,1,1,NULL,NULL,NULL,NULL
232,138,0000-0001-8827-9242,2,1,NULL,NULL,NULL,NULL
233,138,55650676600,4,1,NULL,NULL,NULL,NULL
234,141,0000-0001-5678-3663,2,1,NULL,NULL,NULL,NULL
235,142,I-9742-2018,1,1,NULL,NULL,NULL,NULL
236,142,0000-0001-5784-6953,2,1,NULL,NULL,NULL,NULL
237,144,K-2532-2018,1,1,NULL,NULL,NULL,NULL
238,144,0000-0002-0378-1864,2,1,NULL,NULL,NULL,NULL
239,145,0000-0003-3038-7659,2,1,NULL,NULL,NULL,NULL
240,146,A-9519-2019,1,1,NULL,NULL,NULL,NULL
241,146,0000-0003-3774-353X,2,1,NULL,NULL,NULL,NULL
242,146,bK5mG0UAAAAJ,3,1,NULL,NULL,NULL,NULL
243,146,57194504099,4,1,NULL,NULL,NULL,NULL
244,147,0000-0001-9169-683X,2,1,NULL,NULL,NULL,NULL
245,148,W-9586-2018,1,1,NULL,1,10584,2024-11-07 12:06:53.053
246,148,0000-0003-0164-8258,2,1,NULL,1,10584,2024-11-07 11:55:48.413
247,150,F-1962-2018,1,1,NULL,NULL,NULL,NULL
248,150,0000-0003-2647-5111,2,1,NULL,NULL,NULL,NULL
249,151,G-6984-2018,1,1,NULL,NULL,NULL,NULL
250,151,0000-0003-1489-9929,2,1,NULL,NULL,NULL,NULL
251,151,6602080429,4,1,NULL,NULL,NULL,NULL
252,152,J-2826-2018,1,1,NULL,NULL,NULL,NULL
253,152,0000-0002-2064-1214,2,1,NULL,NULL,NULL,NULL
254,153,C-3742-2018,1,1,NULL,NULL,NULL,NULL
256,154,0000-0003-1068-7873,2,1,NULL,NULL,NULL,NULL
257,154,jcXJJV4AAAAJ,3,1,NULL,NULL,NULL,NULL
258,155,K-2176-2018,1,1,NULL,NULL,NULL,NULL
260,157,0000-0003-1505-2412,2,1,NULL,NULL,NULL,NULL
262,158,0000-0003-1882-6567,2,1,NULL,NULL,NULL,NULL
263,158,eCnqIbYAAAAJ,3,1,NULL,NULL,NULL,NULL
264,158,25121685900,4,1,NULL,NULL,NULL,NULL
265,159,0000-0003-2583-7782,2,1,NULL,NULL,NULL,NULL
266,159,hJS9ImoAAAAJ,3,1,NULL,NULL,NULL,NULL
267,161,B-8341-2018,1,1,NULL,NULL,NULL,NULL
268,161,0000-0001-8010-4261,2,1,NULL,NULL,NULL,NULL
269,161,57196389751,4,1,NULL,NULL,NULL,NULL
270,2987,J-5151-2018,1,1,NULL,NULL,NULL,NULL
271,2987,0000-0002-1206-4314,2,1,NULL,NULL,NULL,NULL
272,163,J-7332-2018,1,1,NULL,NULL,NULL,NULL
273,163,0000-0002-5877-643X,2,1,NULL,NULL,NULL,NULL
274,164,JKV-8498-2023,1,1,NULL,NULL,NULL,NULL
276,165,0000-0002-5654-247X,2,1,NULL,NULL,NULL,NULL
277,165,56982700100,4,1,NULL,NULL,NULL,NULL
278,166,V-1494-2018,1,1,NULL,NULL,NULL,NULL
279,167,V-5861-2018,1,1,NULL,NULL,NULL,NULL
280,168,J-1940-2018,1,1,NULL,NULL,NULL,NULL
281,168,0000-0002-1673-280X,2,1,NULL,NULL,NULL,NULL
282,170,0000-0001-9962-5390,2,1,NULL,NULL,NULL,NULL
283,171,AHC-4067-2022,1,1,NULL,NULL,NULL,NULL
284,172,G-5623-2018,1,1,NULL,NULL,NULL,NULL
285,172,0000-0003-0467-4507,2,1,NULL,NULL,NULL,NULL
286,173,G-7266-2018,1,1,NULL,1,10601,2024-10-19 16:48:16.597
287,173,0000-0001-7906-2834,2,1,NULL,1,10601,2024-10-19 16:49:22.067
288,174,E-5801-2018,1,1,NULL,NULL,NULL,NULL
289,174,0000-0001-7753-1422,2,1,NULL,NULL,NULL,NULL
290,176,G-5615-2018,1,1,NULL,NULL,NULL,NULL
291,176,0000-0002-5008-9977,2,1,NULL,NULL,NULL,NULL
292,177,0000-0001-6508-5584,2,1,NULL,NULL,NULL,NULL
293,178,G-3515-2018,1,1,NULL,NULL,NULL,NULL
294,178,0000-0001-6904-5539,2,1,NULL,NULL,NULL,NULL
295,180,ESO-8464-2022,1,1,NULL,NULL,NULL,NULL
296,182,F-5987-2018,1,1,NULL,NULL,NULL,NULL
297,182,0000-0002-9481-8799,2,1,NULL,NULL,NULL,NULL
300,188,G-1625-2018,1,1,NULL,NULL,NULL,NULL
301,188,AAI-8482-2021,1,2,NULL,NULL,NULL,NULL
302,188,0000-0002-0138-251X,2,1,NULL,NULL,NULL,NULL
303,191,0000-0002-8620-5159,2,1,NULL,NULL,NULL,NULL
304,193,AAA-7730-2021,1,1,NULL,1,10613,2024-11-08 11:08:32.963
305,193,0000-0002-0164-6693,2,1,NULL,1,10613,2024-11-08 11:08:32.963
306,194,0000-0002-8056-5073,2,1,NULL,NULL,NULL,NULL
307,195,J-9600-2018,1,1,NULL,NULL,NULL,NULL
308,196,G-5558-2018,1,1,NULL,1,10614,2024-10-09 10:50:35.440
309,196,0000-0001-7408-8533,2,1,NULL,1,10614,2024-10-09 10:50:35.440
310,197,E-5810-2018,1,1,NULL,NULL,NULL,NULL
311,197,ABG-4166-2020,1,2,NULL,NULL,NULL,NULL
312,197,0000-0002-8398-9357,2,1,NULL,NULL,NULL,NULL
313,198,HJX-6283-2023,1,1,NULL,NULL,NULL,NULL
314,198,0000-0002-2476-0720,2,1,NULL,NULL,NULL,NULL
315,202,L-2277-2018,1,1,NULL,NULL,NULL,NULL
316,202,0000-0002-4495-3060,2,1,NULL,NULL,NULL,NULL
317,202,LfLThwUAAAAJ,3,1,NULL,NULL,NULL,NULL
318,203,0000-0002-2562-5299,2,1,NULL,NULL,NULL,NULL
319,204,E-5636-2018,1,1,NULL,NULL,NULL,NULL
320,204,0000-0002-8113-9674,2,1,NULL,NULL,NULL,NULL
321,205,D-1498-2015,1,1,NULL,1,12352,2024-10-22 12:52:53.567
322,205,0000-0001-7294-4981,2,1,NULL,1,12352,2024-10-22 12:52:53.567
323,205,aYN1LDIAAAAJ,3,1,NULL,1,12352,2024-10-22 12:52:53.567
324,206,0000-0002-6825-6884,2,1,NULL,NULL,NULL,NULL
326,207,0000-0002-1585-0222,2,1,NULL,NULL,NULL,NULL
327,208,0000-0003-0499-4033,2,1,NULL,NULL,NULL,NULL
328,210,F-3365-2018,1,1,NULL,NULL,NULL,NULL
329,210,0000-0003-4591-7982,2,1,NULL,NULL,NULL,NULL
330,210,z0bQO1kAAAAJ,3,1,NULL,NULL,NULL,NULL
331,210,55581661800,4,1,NULL,NULL,NULL,NULL
332,211,JJF-5130-2023,1,1,NULL,NULL,NULL,NULL
333,211,0000-0002-9746-6127,2,1,NULL,NULL,NULL,NULL
334,212,0000-0002-3868-9814,2,1,NULL,NULL,NULL,NULL
335,213,G-6964-2018,1,1,NULL,NULL,NULL,NULL
336,213,0000-0001-9850-0297,2,1,NULL,NULL,NULL,NULL
337,213,6603064150,4,1,NULL,NULL,NULL,NULL
338,214,W-5202-2018,1,1,NULL,1,12409,2024-10-10 19:30:57.650
339,214,0000-0001-8252-5262,2,1,NULL,1,12409,2024-10-10 19:30:57.667
340,215,I-8687-2018,1,1,NULL,NULL,NULL,NULL
341,215,0000-0002-6042-4943,2,1,NULL,NULL,NULL,NULL
342,216,H-6126-2017,1,1,NULL,NULL,NULL,NULL
343,216,0000-0003-4016-0394,2,1,NULL,NULL,NULL,NULL
344,217,J-2845-2018,1,1,NULL,NULL,NULL,NULL
345,217,0000-0001-5208-366X,2,1,NULL,NULL,NULL,NULL
346,219,B-7103-2018,1,1,NULL,NULL,NULL,NULL
347,220,0000-0001-9346-7475,2,1,NULL,NULL,NULL,NULL
348,221,E-7514-2018,1,1,NULL,1,10625,2024-11-15 12:07:01.187
349,221,0000-0002-7030-3512,2,1,NULL,1,10625,2024-11-15 12:04:36.570
350,222,O-3352-2014,1,1,NULL,NULL,NULL,NULL
351,222,0000-0002-3668-4286,2,1,NULL,NULL,NULL,NULL
352,222,27667702000,4,1,NULL,NULL,NULL,NULL
353,223,C-3627-2018,1,1,NULL,NULL,NULL,NULL
354,223,0000-0002-0039-5503,2,1,NULL,NULL,NULL,NULL
355,224,26658638000,1,1,NULL,NULL,NULL,NULL
356,224,0000-0001-5279-4568,2,1,NULL,NULL,NULL,NULL
357,225,D-7877-2018,1,1,NULL,NULL,NULL,NULL
358,225,M-7065-2019,1,2,NULL,NULL,NULL,NULL
359,225,0000-0002-5967-8700,2,1,NULL,NULL,NULL,NULL
360,225,57203936799,4,1,NULL,NULL,NULL,NULL
361,226,G-5413-2018,1,1,NULL,NULL,NULL,NULL
362,226,0000-0002-9185-7557,2,1,NULL,NULL,NULL,NULL
364,227,0000-0001-5212-9170,2,1,NULL,NULL,NULL,NULL
367,228,0000-0002-6166-0921,2,1,NULL,NULL,NULL,NULL
368,228,A57-2SsAAAAJ,3,1,NULL,NULL,NULL,NULL
369,229,E-6191-2018,1,1,NULL,1,12431,2024-12-02 16:08:53.760
370,229,0000-0002-6781-2658,2,1,NULL,1,12431,2024-12-02 16:08:53.760
371,229,53867714800,4,1,NULL,1,12431,2024-12-02 16:08:53.777
372,230,J-2759-2018,1,1,NULL,1,10632,2024-11-08 00:05:34.413
373,230,0000-0002-7504-7394,2,1,NULL,1,10632,2024-11-08 00:04:18.150
374,231,J-9317-2018,1,1,NULL,NULL,NULL,NULL
375,231,U-2525-2018,1,2,NULL,NULL,NULL,NULL
376,231,0000-0001-5054-4071,2,1,NULL,NULL,NULL,NULL
378,232,0000-0003-1348-2988,2,1,NULL,NULL,NULL,NULL
381,233,HNI-6917-2023,1,3,NULL,NULL,NULL,NULL
382,233,0000-0003-1305-2056,2,1,NULL,NULL,NULL,NULL
383,234,G-5275-2018,1,1,NULL,NULL,NULL,NULL
384,234,0000-0002-1217-3430,2,1,NULL,NULL,NULL,NULL
385,234,TMaET2oAAAAJ,3,1,NULL,NULL,NULL,NULL
386,235,IEA-4809-2023,1,1,NULL,NULL,NULL,NULL
387,237,E-7866-2018,1,1,NULL,NULL,NULL,NULL
388,237,0000-0003-4618-2105,2,1,NULL,NULL,NULL,NULL
389,238,E-9569-2018,1,1,NULL,NULL,NULL,NULL
390,238,0000-0003-1656-6343,2,1,NULL,NULL,NULL,NULL
391,240,J-1088-2018,1,1,NULL,NULL,NULL,NULL
392,240,0000-0001-5414-7380,2,1,NULL,NULL,NULL,NULL
393,241,J-2101-2018,1,1,NULL,NULL,NULL,NULL
394,242,E-6059-2018,1,1,NULL,NULL,NULL,NULL
395,242,0000-0001-8763-1494,2,1,NULL,NULL,NULL,NULL
397,243,0000-0003-4455-3590,2,1,NULL,1,10641,2024-10-08 09:46:42.107
399,244,0000-0003-3261-4915,2,1,NULL,NULL,NULL,NULL
400,249,G-1600-2016,1,1,NULL,NULL,NULL,NULL
401,249,G-1600-2018,1,2,NULL,1,10644,2024-10-15 21:37:55.733
402,249,0000-0003-0210-237X,2,1,NULL,1,10644,2024-10-15 21:37:55.733
403,250,J-2299-2018,1,1,NULL,NULL,NULL,NULL
404,250,0000-0003-4967-0630,2,1,NULL,NULL,NULL,NULL
405,251,J-2085-2018,1,1,NULL,NULL,NULL,NULL
406,252,0000-0001-8678-6259,2,1,NULL,NULL,NULL,NULL
407,253,E-5981-2018,1,1,NULL,NULL,NULL,NULL
408,253,0000-0001-9878-340X,2,1,NULL,NULL,NULL,NULL
409,255,W-1087-2018,1,1,NULL,NULL,NULL,NULL
410,255,0000-0002-0373-892X,2,1,NULL,NULL,NULL,NULL
411,258,A-4696-2018,1,1,NULL,NULL,NULL,NULL
412,258,0000-0001-9577-4727,2,1,NULL,NULL,NULL,NULL
413,259,G-1570-2016,1,1,NULL,NULL,NULL,NULL
414,259,0000-0002-0853-6411,2,1,NULL,NULL,NULL,NULL
417,265,0000-0002-8110-712X,2,1,NULL,NULL,NULL,NULL
418,266,0000-0003-1872-8414,2,1,NULL,NULL,NULL,NULL
419,267,S-9688-2018,1,1,NULL,NULL,NULL,NULL
420,268,E-8999-2018,1,1,NULL,NULL,NULL,NULL
421,268,0000-0002-4378-8868,2,1,NULL,NULL,NULL,NULL
422,268,GVpFdfYAAAAJ,3,1,NULL,NULL,NULL,NULL
423,271,0000-0003-1290-3592,2,1,NULL,NULL,NULL,NULL
424,272,E-5825-2018,1,1,NULL,1,10656,2024-10-10 18:20:17.483
425,272,0000-0001-8262-5458,2,1,NULL,1,10656,2024-10-10 18:20:17.483
426,274,J-9255-2018,1,1,NULL,NULL,NULL,NULL
427,275,ENI-0097-2022,1,1,NULL,NULL,NULL,NULL
428,275,iyTLgOoAAAAJ,3,1,NULL,NULL,NULL,NULL
429,276,E-7985-2018,1,1,NULL,1,12212,2024-06-06 16:31:41.190
430,276,0000-0001-5314-7952,2,1,NULL,NULL,NULL,NULL
431,276,35274457900,4,1,NULL,NULL,NULL,NULL
433,277,0000-0002-4661-787X,2,1,NULL,NULL,NULL,NULL
