AddressId,HitId,addr_no,city,country,full_address
1,1456,1,Adana,Turkey,"Cukurova Univ, Dept Stat, Fac Sci & Letters, TR-01330 Adana, Turkey"
2,1457,1,Adana,Turkey,"Cukurova Univ, Fac Hlth Sci, Dept Obstet & Gynecol Nursing, TR-01330 Adana, Turkey"
3,1458,1,Adana,Turkey,"Cukurova Univ, Fac Med, Div Pediat Infect Dis, Dept Pediat, Adana, Turkey"
4,1459,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Neonatol, Adana, Turkey"
5,1459,2,Adana,Turkey,"Blood Bank, Adana, Turkey"
6,1459,3,Adana,Turkey,"Cent Lab, Adana, Turkey"
7,1460,1,Annaba,Algeria,"Badji Mokhtar Annaba Univ, Lab Engn Surfaces, Annaba, Algeria"
8,1460,2,Adana,Turkey,"Cukurova Univ, Fac Sci & Arts, Chem Dept, TR-01330 Adana, Turkey"
9,1460,3,Tipasa,Algeria,"Ctr Sci & Tech Res Physicochem Anal, Tipasa, Algeria"
10,1461,1,Adana,Turkey,"Cukurova Univ, Fac Agr, Dept Anim Sci, TR-01330 Adana, Turkey"
11,1461,2,Adana,Turkey,"Cukurova Univ, Vocat Sch, Adana, Turkey"
12,1462,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Soil Sci & Plant Nutr, Adana, Turkey"
13,1463,1,Adana,Turkey,"Cukurova Univ, Fac Sci, Dept Math, Adana, Turkey"
14,1464,1,Adana,Turkey,"Cukurova Univ, Dept Econ, TR-01330 Adana, Turkey"
15,1464,2,Adana,Turkey,"Cukurova Univ, Vocat Sch, Adana, Turkey"
16,1465,1,Adana,Turkey,"Cukurova Univ, Dept Business Adm, Adana, Turkey"
17,1466,1,Adana,Turkey,"Cukurova Univ, Dept Math, Adana, Turkey"
18,1467,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Soil Sci & Plant Nutr, Adana, Turkey"
19,1468,1,Adana,Turkey,"Cukurova Univ, Dept Landscape Architecture, Fac Agr, TR-01330 Adana, Turkey"
20,1468,2,Adana,Turkey,"Adana Reg Directorate Forestry, Adana, Turkey"
21,1468,3,Ankara,Turkey,"Hacettepe Univ UKAM, Int Res Ctr Karst Water Resources, Ankara, Turkey"
22,1469,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, TR-01330 Adana, Turkey"
23,1469,2,Gaziantep,Turkey,"Pistachio Res Inst, Gaziantep, Turkey"
24,1470,1,Adana,Turkey,"Cukurova Univ, Dept Landscape Architecture, TR-01330 Adana, Turkey"
25,1470,2,Bolu,Turkey,"Abant Izzet Baysal Univ, Dept Environm Engn, Bolu, Turkey"
26,1471,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, Adana, Turkey"
27,1471,2,Gaziantep,Turkey,"Pistachio Res Inst, Gaziantep, Turkey"
28,1472,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, TR-01330 Adana, Turkey"
29,1472,2,Gaziantep,Turkey,"Pistachio Res Inst, Gaziantep, Turkey"
30,1473,1,Sukabumi,Indonesia,"Nusaputra Univ, Dept Informat Syst, Sukabumi, Indonesia"
31,1473,2,Halberstadt,Germany,"Hsch Harz Appl Sci, Dept European Adm, Halberstadt, Germany"
32,1473,3,Adana,Turkey,"Cukurova Univ, Dept Business Adm, Adana, Turkey"
33,1474,1,Adana,Turkey,"Cukurova Univ, Fac Agr, Dept Hort, Adana, Turkey"
34,1474,2,Denizli,Turkey,"Pamukkale Univ, Plant Genet & Agr Biotechnol Applicat & Res Ctr P, Denizli, Turkey"
35,1474,3,Denizli,Turkey,"Pamukkale Univ Kinikli, Dept Sci & Math, Denizli, Turkey"
36,1474,4,Denizli,Turkey,"Pamukkale Univ Kinikli, Dept Biol, Denizli, Turkey"
37,1475,1,Adana,Turkey,"Cukurova Univ, Dept Agr Struct & Irrigat Engn, Adana, Turkey"
38,1475,2,Adana,Turkey,"State Hydraul Works, 6th Reg Directorate, Adana, Turkey"
39,1476,1,Ankara,Turkey,"Gen Directorate Mineral Res & Explorat, Dept Mineral Res & Explorat, Ankara, Turkey"
40,1476,2,Adana,Turkey,"Cukurova Univ, Dept Geol Engn, Fac Engn, Adana, Turkey"
41,1477,1,Mersin,Turkey,"Alata Hort Res Inst, Mersin, Turkey"
42,1477,2,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, TR-01330 Adana, Turkey"
43,1477,3,Diyarbakir,Turkey,"GAP Int Agr Res Training Ctr, Diyarbakir, Turkey"
44,1478,1,Kyoto,Japan,"Kyoto Univ, Grad Sch Global Environm Studies, Sakyo Ku, Yoshida Honmachi, Kyoto 6068501, Japan"
45,1478,2,Kobe,Japan,"Kobe Univ, Grad Sch Agr Sci, Nada Ku, 1-1 Rokkodai, Kobe, Hyogo, Japan"
46,1478,3,Adana,Turkey,"Cukurova Univ, Dept Agr Struct & Irrigat Engn, Adana, Turkey"
47,1478,4,Adana,Turkey,"Cukurova Univ, Dept Soil Sci & Plant Nutr, Adana, Turkey"
48,1479,1,Nevsehir,Turkey,"Univ Nevsehir Haci Bektas Veli, Nevsehir, Turkey"
49,1479,2,Adiyaman,Turkey,"Adiyaman Univ, Adiyaman, Turkey"
50,1479,3,Adana,Turkey,"Univ Cukurova, Adana, Turkey"
51,1480,1,Adana,Turkey,"Cukurova Univ, Dept Agr Struct & Irrigat Engn, TR-01330 Adana, Turkey"
52,1480,2,Antakya,Turkey,"Mustafa Kemal Univ, Dept Soil Sci, Fac Agr, Antakya, Turkey"
53,1480,3,Tottori,Japan,"Tottori Univ, Arid Land Res Ctr, Tottori, Japan"
54,1480,4,Adana,Turkey,"Cukurova Univ, Dept Field Crops, Fac Agr, Adana, Turkey"
55,1481,1,Antakya,Turkey,"Mustafa Kemal Univ, Dept Soil Sci & Plant Nutr, Antakya, Turkey"
56,1481,2,Kyoto,Japan,"Kyoto Univ, Reg Planning Grad Sch Global Environm Studies, Kyoto, Japan"
57,1481,3,Adana,Turkey,"Cukurova Univ, Dept Soil Sci & Plant Nutr, Adana, Turkey"
58,1482,1,Tottori,Japan,"Tottori Univ, Forest Ecol & Ecosyst Management Lab, Fac Agr, Tottori 6808553, Japan"
59,1482,2,Tottori,Japan,"Tottori Univ, Arid Land Res Ctr, Tottori, Japan"
60,1482,3,Kyoto,Japan,"Kyoto Univ, Field Sci Educ & Res Ctr, Kyoto, Japan"
61,1482,4,Adana,Turkey,"Cukurova Univ, Dept Landscape Architecture, Fac Agr, Adana, Turkey"
62,1483,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, TR-01330 Adana, Turkey"
63,1483,2,Samsun,Turkey,"Univ Ondokuz Mayis, Fac Agr, Dept Hort, TR-55101 Samsun, Turkey"
64,1483,3,Izmir,Turkey,"Univ Ege, Fac Agr, Dept Hort, TR-35040 Izmir, Turkey"
65,1483,4,Adana,Turkey,"Univ Cukurova, Inst Nat & Appl Sci, Dept Biotechnol, TR-01330 Adana, Turkey"
66,1483,5,Bursa,Turkey,"Uludag Univ, Fac Sci & Art, Dept Biol, TR-16059 Bursa, Turkey"
67,1484,1,Chicago,USA,"Univ Illinois, Chicago, IL 60680 USA"
68,1484,2,Kyoto,Japan,"Kyoto Univ, Agr Econ, Fushimi Ku, 104-1 Higashianshincho, Kyoto 6120832, Japan"
69,1484,3,Adana,Turkey,"Cukurova Univ, Dept Agr Econ, Adana, Turkey"
70,1485,1,Uji,Japan,"Kyoto Univ, Disaster Prevent Res Inst, Uji, Kyoto 6110011, Japan"
71,1485,2,Nonoichi,Japan,"Ishikawa Prefectural Univ, 1-308 Suematsu, Nonoichi, Ishikawa 9218836, Japan"
72,1485,3,Adana,Turkey,"Cukurova Univ, Dept Agr Construct & Irrigat, Fac Agr, Adana, Turkey"
73,1485,4,London,Canada,"Univ Western Ontario, Dept Civil & Environm Engn Program, 1151 Richmond St, London, ON N6A 3K7, Canada"
74,1486,1,Konya,Turkey,"Selcuk Univ, Dept Geol Engn, Konya, Turkey"
75,1486,2,Canakkale,Turkey,"Canakkale 18 Mart Univ, Dept Geol Engn, Canakkale, Turkey"
76,1486,3,Konya,Turkey,"DSI 4 Reg Directory, Konya, Turkey"
77,1486,4,Konya,Turkey,"Selcuk Univ, Dept Phys, Konya, Turkey"
78,1486,5,Konya,Turkey,"Selcuk Univ, Adv Technol Res & Applicat Ctr, Konya, Turkey"
79,1486,6,Izmir,Turkey,"Dokuz Eylul Univ, Dept Phys, Izmir, Turkey"
80,1486,7,Adana,Turkey,"Cukurova Univ, Dept Geol Engn, Adana, Turkey"
81,1487,1,Eskisehir,Turkey,"Eskisehir Osmangazi Univ, Dept Internal Med, Div Rheumatol, Sch Med, Eskisehir, Turkey"
82,1487,2,Izmir,Turkey,"Dokuz Eylul Univ, Dept Internal Med, Div Rheumatol, Sch Med, Izmir, Turkey"
83,1487,3,Kayseri,Turkey,"Erciyes Univ, Dept Internal Med, Div Rheumatol, Sch Med, Kayseri, Turkey"
84,1487,4,Izmir,Turkey,"Ege Univ, Dept Internal Med, Div Rheumatol, Sch Med, Izmir, Turkey"
85,1487,5,Ankara,Turkey,"Hacettepe Univ, Dept Internal Med, Div Rheumatol, Sch Med, Ankara, Turkey"
86,1487,6,Istanbul,Turkey,"Marmara Univ, Dept Internal Med, Div Rheumatol, Sch Med, Istanbul, Turkey"
87,1487,7,Adana,Turkey,"Cukurova Univ, Sch Med, Dept Internal Med, Div Rheumatol, Adana, Turkey"
88,1487,8,Ankara,Turkey,"Gulhane Mil Med Acad, Dept Internal Med, Div Rheumatol, Ankara, Turkey"
89,1487,9,Adana,Turkey,"Adana Numune Training & Res Hosp, Dept Internal Med, Div Rheumatol, Adana, Turkey"
90,1487,10,Konya,Turkey,"Selcuk Univ, Dept Internal Med, Div Rheumatol, Sch Med, Konya, Turkey"
91,1487,11,Istanbul,Turkey,"Sisli Etfal Training & Res Hosp, Dept Internal Med, Div Rheumatol, Istanbul, Turkey"
92,1487,12,Gaziantep,Turkey,"Gaziantep Univ, Dept Internal Med, Div Rheumatol, Sch Med, Gaziantep, Turkey"
93,1487,13,Bolu,Turkey,"Abant Izzet Baysal Univ, Dept Internal Med, Div Rheumatol, Sch Med, Bolu, Turkey"
94,1487,14,Kahramanmaras,Turkey,"Kahramanmaras Sutcu Imam Univ, Dept Internal Med, Div Rheumatol, Sch Med, Kahramanmaras, Turkey"
95,1487,15,Ankara,Turkey,"Ankara Numune Training & Res Hosp, Dept Internal Med, Div Rheumatol, Ankara, Turkey"
96,1487,16,Eskisehir,Turkey,"Eskisehir Osmangazi Univ, Dept Biostat, Sch Med, Eskisehir, Turkey"
97,1488,1,Adana,Turkey,"Univ Cukurova, Fac Agr, Dept Hort, Adana, Turkey"
98,1488,2,Erzurum,Turkey,"Ataturk Univ, Fac Agr, Dept Hort, TR-25240 Erzurum, Turkey"
99,1489,1,Adana,Turkey,"Cukurova Univ, Fac Sci & Letters, Dept Stat, Adana, Turkey"
100,1489,2,Gaza,Palestine,"Al Aqsa Univ, Fac Sci, Dept Math, Gaza, Palestine"
101,1490,1,Dammam,Saudi Arabia,"Imam Abdulrahman Bin Faisal Univ, Dept Phys, Coll Sci, POB 1982, Dammam 31441, Saudi Arabia"
102,1490,2,Dammam,Saudi Arabia,"Imam Abdulrahman Bin Faisal Univ, Dept Biophys, Inst Res & Med Consultat, POB 1982, Dammam 31441, Saudi Arabia"
103,1490,3,Dammam,Saudi Arabia,"Imam Abdulrahman Bin Faisal Univ, Dept Nanomed Res, Inst Res & Med Consultat, POB 1982, Dammam 31441, Saudi Arabia"
104,1490,4,Isparta,Turkey,"Suleyman Demirel Univ, Dept Mech Engn, Fac Engn, TR-32260 Isparta, Turkey"
105,1490,5,Minsk,BELARUS,"NAS Belarus, SSPA Sci & Pract Mat Res Ctr, P Brovki Str 19, Minsk 220072, BELARUS"
106,1490,6,Bolu,Turkey,"Bolu Abanat Izzet Baysal Univ, Dept Phys, TR-14030 Bolu, Turkey"
107,1490,7,Adana,Turkey,"Cukurova Univ, Fac Sci & Letters, Dept Phys, TR-01330 Adana, Turkey"
108,1491,1,Zonguldak,Turkey,"Bulent Ecevit Univ, Dept Orthopaed & Traumatol, Fac Med, Zonguldak, Turkey"
109,1491,2,Adana,Turkey,"Cukurova Univ, Dept Orthopaed & Traumatol, Fac Med, Adana, Turkey"
110,1491,3,Zonguldak,Turkey,"Bulent Ecevit Univ, Dept Radiol, Fac Med, Zonguldak, Turkey"
111,1492,1,Ankara,Turkey,"Ankara Univ, Fac Med, Dept Gen Surg Surg Oncol, Ankara, Turkey"
112,1492,2,Adana,Turkey,"Adana City Hosp, Dept Pathol, Adana, Turkey"
113,1492,3,Mugla,Turkey,"Mugla Sitki Kocman Univ, Educ & Res Hosp, Surg Oncol, Mugla, Turkey"
114,1493,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Neurosurg, Adana, Turkey"
115,1493,2,Gaziantep,Turkey,"Gaziantep Med Pk Hosp, Neurosurg Clin, Gaziantep, Turkey"
116,1493,3,Adana,Turkey,"Adana Numune Training & Res Hosp, Dept Neurosurg, Adana, Turkey"
117,1494,1,Adana,Turkey,"Hlth Sci Univ, Adana City Training & Res Hosp, Dept Urol, Adana, Turkey"
118,1494,2,Adana,Turkey,"Hlth Sci Univ, Adana City Training & Res Hosp, Dept Radiol, Adana, Turkey"
119,1494,3,Adana,Turkey,"Acibadem Univ, Adana Hosp, Dept Urol, Adana, Turkey"
120,1495,1,Adana,Turkey,"Cukurova Univ, Biotechnol Ctr, Adana, Turkey"
121,1496,1,Adana,Turkey,"Cukurova Univ, Fac Med, Div Pediat Neurol, Dept Pediat, Adana, Turkey"
122,1497,1,Adana,Turkey,"Cukurova Univ, Dept Stat, TR-01330 Adana, Turkey"
123,1498,1,Karaman,Turkey,"Girne Amer Univ, Marine Sch, Earth Syst Sci Res Ctr Girne, TRNC Via Turkey, Karaman, Turkey"
124,1498,2,Adana,Turkey,"Cukurova Univ, Fisheries Fac, Dept Marine Biol Balcali, Adana, Turkey"
125,1499,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Radiat Oncol, Adana, Turkey"
126,1499,2,Adana,Turkey,"Cukurova Univ, Dept Urol, Fac Med, Adana, Turkey"
127,1499,3,Sanliurfa,Turkey,"Mehmet Akif Inan Training & Res Hosp, Dept Med Oncol, Sanliurfa, Turkey"
128,1499,4,Gaziantep,Turkey,"Gaziantep Univ, Dept Radiat Oncol, Fac Med, Gaziantep, Turkey"
129,1499,5,Adana,Turkey,"Cukurova Univ, Dept Biostat, Fac Med, Adana, Turkey"
130,1499,6,Adana,Turkey,"Cukurova Univ, Radyasyon Onkol AD, Balcali Hastanesi, TR-01330 Adana, Turkey"
131,1500,1,Adana,Turkey,"Cukurova Univ, Fac Sci & Letters, Dept Phys, Adana, Turkey"
132,1500,2,Moscow,Russia,"Lomonosov Moscow State Univ, GSP 1, Moscow 119991, Russia"
133,1500,3,Dresden,Germany,"IFW Dresden, Helmholtzstr 20, D-01069 Dresden, Germany"
134,1501,1,Kenitra,Morocco,"Univ Ibn Tofail, Natl Sch Appl Sci, Lab Elect Syst & Telecommun, Elect Engn & Energy Team, Kenitra, Morocco"
135,1501,2,Angers,France,"Univ Angers, LUNAM Univ, CNRS UMR 6200, MOLTECH Anjou Lab, 2 Bd Lavoisier, F-49045 Angers, France"
136,1501,3,Adana,Turkey,"Cukurova Univ, Semicond Res Lab, Phys Dept, TR-01330 Adana, Turkey"
137,1501,4,Torun,Poland,"Nicolaus Copernicus Univ, Dept Automat & Measurement Syst, Fac Phys Astron & Informat, Grudziadzka 5, PL-87100 Torun, Poland"
138,1501,5,Wroclaw,Poland,"Wroclaw Univ Sci & Technol, Fac Chem, Dept Engn & Adv Mat Modelling, Wyb Wyspianskiego 27, PL-50320 Wroclaw, Poland"
139,1502,1,Izmir,Turkey,"Ege Univ, Fac Med, Dept Biostat & Med Informat, Izmir, Turkey"
140,1502,2,Malatya,Turkey,"Inonu Univ, Liver Transplant Inst, Malatya Elazig Rd 10th Km, TR-44280 Malatya, Turkey"
141,1502,3,Adana,Turkey,"Cukurova Univ, Gastroenterol Dept, Adana, Turkey"
142,1502,4,Izmir,Turkey,"Dokuz Eylul Univ Izmir, Izmir Int Biomed & Genome Inst, Izmir, Turkey"
143,1502,5,Diyarbakir,Turkey,"Dicle Univ, Internal Med, Diyarbakir, Turkey"
144,1502,6,Eskisehir,Turkey,"Eskisehir Osmangazi Univ, Gastroenterol, Eskisehir, Turkey"
145,1502,7,Kayseri,Turkey,"Erciyes Univ, Gastroenterol, Kayseri, Turkey"
146,1502,8,Elazig,Turkey,"Firat Univ, Gastroenterol, Elazig, Turkey"
147,1502,9,Istanbul,Turkey,"Istanbul Mem Hosp, Surg, Istanbul, Turkey"
148,1502,10,Ankara,Turkey,"Hacettepe Univ, Gastroenterol, Ankara, Turkey"
149,1502,11,Ankara,Turkey,"Ankara Univ, Gastroenterol, Ankara, Turkey"
150,1502,12,Istanbul,Turkey,"Istanbul Cerrahpasa Univ, Internal Med, Istanbul, Turkey"
151,1502,13,Antakya,Turkey,"Hatay Mustafa Kemal Univ, Gastroenterol, Antakya, Turkey"
152,1502,14,Izmir,Turkey,"Izmir Kent Hosp, Liver Transplantat, Izmir, Turkey"
153,1502,15,Istanbul,Turkey,"Haydarpasa Sultan Abdulhamid Egitim Arastirma Hos, Gastroenterol, Istanbul, Turkey"
154,1502,16,Konya,Turkey,"Konya Necmettin Erbakan Univ, Dept Gastroenterol, Konya, Turkey"
155,1502,17,Mersin,Turkey,"Mersin Univ, Internal Med, Mersin, Turkey"
156,1502,18,Eskisehir,Turkey,"Eskisehir Gazi Osman Pasa Univ, Gastroenterol, Eskisehir, Turkey"
157,1502,19,Samsun,Turkey,"Mayis Univ, Gastroenterol, Samsun, Turkey"
158,1503,1,Adana,Turkey,"Adana City Hosp, Dept Gen Surg Intens Care, Adana, Turkey"
159,1503,2,Adana,Turkey,"Cukurova Univ, Fac Hlth Sci, Dept Nursing, Adana, Turkey"
160,1504,1,Manisa,Turkey,"Manisa Celal Bayar Univ, Dept Plast & Reconstruct Surg, Manisa, Turkey"
161,1504,2,Kutahya,Turkey,"Evliya Celebi Hosp, Dept Plast & Reconstruct Surg, Kutahya, Turkey"
162,1504,3,Ankara,Turkey,"Baskent Univ, Dept Plast & Reconstruct Surg, Ankara, Turkey"
163,1504,4,Adana,Turkey,"Baskent Univ, Dept Radiol, Adana, Turkey"
164,1505,1,London,England,"Queen Mary Univ London, William Harvey Res Inst, Ctr Endocrinol, London EC1M 6BQ, England"
165,1505,2,London,England,"UCL, UCL Great Ormond St Inst Child Hlth, Genet & Genom Med, London WC1N 1EH, England"
166,1505,3,Ann Arbor,USA,"Univ Michigan, Dept Internal Med, Div Metab Endocrinol & Diabet, Ann Arbor, MI 48109 USA"
167,1505,4,Ann Arbor,USA,"Univ Michigan, Dept Pharmacol, Ann Arbor, MI 48109 USA"
168,1505,5,Bristol,England,"Univ Hosp Bristol NHS Fdn Trust, Bristol Royal Hosp Children, Dept Paediat Endocrinol & Diabet, Bristol BS1 3NU, Avon, England"
169,1505,6,Newcastle,England,"Newcastle Univ, Inst Genet Med, Newcastle NE1 3BZ, England"
170,1505,7,Adana,Turkey,"Cukurova Univ, Dept Pediat Endocrinol & Diabet, TR-1380 Adana, Turkey"
171,1505,8,Kingston Upon Hull,England,"Hull Royal Infirm, Dept Pediat, Kingston Upon Hull HU3 2PG, N Humberside, England"
172,1505,9,Glasgow,Scotland,"Univ Glasgow, British Heart Fdn, Inst Cardiovasc & Med Sci, Glasgow Cardiovasc Res Ctr, Glasgow G12 8TA, Lanark, Scotland"
173,1505,10,Edmonton,Canada,"Univ Alberta, Dept Pediat, Div Pediat Endocrinol, Edmonton, AB T6G 2R3, Canada"
174,1505,11,Istanbul,Turkey,"Marmara Univ, Dept Pediat Endocrinol & Diabet, TR-34722 Istanbul, Turkey"
175,1505,12,Brisbane,Australia,"Lady Cilento Childrens Hosp, Brisbane, Qld 4101, Australia"
176,1505,13,Brisbane,Australia,"Univ Queensland, Brisbane, Qld 4101, Australia"
177,1505,14,Brisbane,Australia,"Queensland Univ Technol, Inst Hlth & Biomed Innovat, Fac Hlth, Brisbane, Qld 4000, Australia"
178,1505,15,Nantes,France,"CHU Nantes, Dept Endocrinol, Inst Thorax, F-44000 Nantes, France"
179,1505,16,Nantes,France,"Univ Nantes, Inst Thorax, CNRS UMR 6291, INSERM UMR 1087, F-44000 Nantes, France"
180,1505,17,Malaga,Spain,"Childrens Hosp, Inst Biomed Res Malaga, Pediat Endocrinol Unit, Malaga 29011, Spain"
181,1505,18,Brisbane,Australia,"Royal Brisbane & Womens Hosp, Dept Endocrinol & Diabet, Brisbane, Qld 4029, Australia"
182,1505,19,Brisbane,Australia,"Univ Queensland, Fac Med, Brisbane, Qld 4101, Australia"
183,1505,20,London,England,"Univ Coll London Hosp, Dept Paediat, London NW1 2BU, England"
184,1505,21,Glasgow,Scotland,"Glasgow Univ, Sect Child Hlth, Sch Med, Glasgow G12 8QQ, Lanark, Scotland"
185,1507,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Neurol, Adana, Turkey"
186,1507,2,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Metab, Adana, Turkey"
187,1508,1,Istanbul,Turkey,"Haydarpasa Numune Egitim & Arastirma Hastanesi, Psikiyatri Klin, Tibbiye Cad 23, TR-34668 Istanbul, Turkey"
188,1508,2,Adana,Turkey,"Cukurova Univ, Tip Fak, Ruh Sagligi & Hastaliklari ABD, Adana, Turkey"
189,1509,1,Adana,Turkey,"Private Adana Hosp, Dept Psychiat, Adana, Turkey"
190,1509,2,Eskisehir,Turkey,"Anadolu Univ, Dept Pharmacol, Fac Pharm, Eskisehir, Turkey"
191,1509,3,Antakya,Turkey,"Mustafa Kemal Univ, Dept Med Biol, Fac Med, TR-31034 Antakya, Turkey"
192,1509,4,Adana,Turkey,"Seyhan State Hosp, Dept Psychiat, Adana, Turkey"
193,1509,5,Adana,Turkey,"Cukurova Univ, Dept Med Biol, Fac Med, Adana, Turkey"
194,1510,1,Adana,Turkey,"Univ Hlth Sci, Adana Hlth Practice & Res Ctr, Dept Radiol, Adana, Turkey"
195,1510,2,Denizli,Turkey,"Pamukkale Univ, Dept Radiol, Fac Med, Denizli, Turkey"
196,1510,3,Adana,Turkey,"Medline Hosp, Dept Radiol, Adana, Turkey"
197,1510,4,Adana,Turkey,"Univ Hlth Sci, Adana Hlth Practice & Res Ctr, Dept Internal Med, Adana, Turkey"
198,1511,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Allergy & Immunol, Adana, Turkey"
199,1511,2,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Med Genet, Adana, Turkey"
200,1512,1,Adana,Turkey,"Cukurova Univ, Dept Prosthodont, Fac Dent, Adana, Turkey"
201,1513,1,Adana,Turkey,"Cukurova Univ, Dept Min Engn, TR-01330 Adana, Turkey"
202,1513,2,Kayseri,Turkey,"Abdullah Gul Univ, Dept Mat Sci & Nanotechnol, TR-38080 Kayseri, Turkey"
203,1513,3,Adana,Turkey,"Adana Sci & Technol Univ, Dept Mat Engn, TR-01250 Adana, Turkey"
204,1513,4,Adana,Turkey,"Cukurova Univ, Dept Environm Engn, TR-01330 Adana, Turkey"
205,1514,1,Adana,Turkey,"Cukurova Univ, Fac Agr, Dept Irrigat & Agr Struct, TR-01330 Adana, Turkey"
206,1514,2,Kahramanmaras,Turkey,"Kahramanmaras Univ, Fac Agr, Dept Biosyst Engn, TR-46100 Kahramanmaras, Turkey"
207,1515,1,Adana,Turkey,"Cukurova Univ, Fac Law Int & EU, Law Dept, Adana, Turkey"
208,1516,1,Adana,Turkey,"Cukurova Univ, Mimarlik Fak, Mimarlik Bolumu, Adana, Turkey"
209,1517,1,Saricam Adana,Turkey,"Cukurova Univ, Fac Med, Dept Anesthesiol & Reanimat, TR-01330 Saricam Adana, Turkey"
210,1517,2,Saricam Adana,Turkey,"Cukurova Univ, Fac Med, Dept Forens Med, Saricam Adana, Turkey"
211,1517,3,Saricam Adana,Turkey,"Cukurova Univ, Fac Med, Dept Thorac Surg, Saricam Adana, Turkey"
212,1518,1,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Rheumatol, TR-01331 Adana, Turkey"
213,1518,2,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Med Genet, Adana, Turkey"
214,1518,3,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Nephrol, Adana, Turkey"
215,1518,4,Adana,Turkey,"Cukurova Univ, Fac Med, Dept Pediat Allergy & Immunol, Adana, Turkey"
216,1519,1,Adana,Turkey,"Adana Sci & Technol Univ, Dept Elect & Elect Engn, TR-01180 Adana, Turkey"
217,1519,2,Adana,Turkey,"Cukurova Univ, Dept Elect & Elect Engn, Adana, Turkey"
218,1519,3,Adana,Turkey,"Cukurova Univ, Dept Elect & Elect Engn, TR-01130 Adana, Turkey"
219,1520,1,Adana,Turkey,"Acibadem Hosp, Pediat Hematol, Adana, Turkey"
220,1520,2,Adana,Turkey,"Cukurova Univ, Pediat Hematol, Adana, Turkey"
221,1521,1,Adana,Turkey,"Adana Acibadem Hosp, Dept Pediat Hematol, Pediat Bone Marrow Transplantat Unit, Adana, Turkey"
222,1521,2,Adana,Turkey,"Cukurova Univ, Pediat Hematol, Adana, Turkey"
223,1521,3,Adana,Turkey,"Cukurova Univ, Orthopedia, Adana, Turkey"
224,1521,4,Adana,Turkey,"Orthopedia Hosp, Orthopedia, Adana, Turkey"
225,1522,1,Adana,Turkey,"Ceyhan State Hosp, Dept Radiol, Adana, Turkey"
226,1522,2,Adana,Turkey,"Univ Hlth Sci, Adana City Training & Res Hosp, Dept Radiol, Adana, Turkey"
227,1522,3,Denizli,Turkey,"Pamukkale Univ, Fac Med, Dept Radiol, Denizli, Turkey"
228,1522,4,Adiyaman,Turkey,"Adiyaman Univ, Training & Res Hosp, Dept Radiol, Adiyaman, Turkey"
229,1523,1,Adana,Turkey,"Cukurova Univ, Div Pediat Endocrinol, Fac Med, Adana, Turkey"
230,1523,2,Gaziantep,Turkey,"Gaziantep Childrens Hosp, Dept Pediat, Clin Pediat Endocrinol, Gaziantep, Turkey"
231,1523,3,Ankara,Turkey,"Ankara Childrens Hematol & Oncol Training Hosp, Div Pediat Endocrinol, Dept Pediat, Ankara, Turkey"
232,1523,4,Adana,Turkey,"Cukurova Univ, Div Endocrinol, Fac Med, Adana, Turkey"
233,1523,5,Jackson,USA,"Univ Mississippi, Med Ctr, Dept Pediat, Div Pediat Endocrinol, 2500 N State St, Jackson, MS 39216 USA"
234,1523,6,Jackson,USA,"Univ Mississippi, Med Ctr, Dept Neurobiol & Anat Sci, 2500 N State St, Jackson, MS 39216 USA"
235,1524,1,Samsun,Turkey,"Ondokuz Mayis Univ, Dept Pediat Hematol, Fac Med, Samsun, Turkey"
236,1524,2,Izmir,Turkey,"Ege Univ, Dept Pediat Hematol, Izmir, Turkey"
237,1524,3,Istanbul,Turkey,"Istanbul Univ, Hematol Dept, Istanbul, Turkey"
238,1524,4,Samsun,Turkey,"Samsun Medicalpk Hosp, Dept Pediat Hematol, Samsun, Turkey"
239,1524,5,Adana,Turkey,"Cukurova Univ, Dept Pediat Hematol, Adana, Turkey"
240,1524,6,Istanbul,Turkey,"Yeditepe Univ, Dept Pediat Hematol, Istanbul, Turkey"
241,1524,7,Istanbul,Turkey,"Istanbul Univ, Dept Pediat Hematol, Istanbul, Turkey"
242,1524,8,Izmir,Turkey,"Dr Behcet Uz Training Hosp, Dept Pediat Hematol, Izmir, Turkey"
